,mean_proximity,z-score,p-value,No.of.Targets,Mean_degrees
DB00499,1.97333333333333,-1.35854038093048,0.0871461391632783,1,86
DB01097,1.91666666666667,-2.26946226995863,0.0116201145757774,2,189.5
DB01404,1.97333333333333,-1.39906812048319,0.0808962782277536,1,86
DB02052,1.86666666666667,-2.43178449588733,0.0075123218834777,2,241.5
DB06732,1.97333333333333,-1.17374801703691,0.12024798552592,1,86
DB07715,1.83333333333333,-2.69824626887674,0.00348529264769482,2,308
DB08624,1.97333333333333,-1.46143721177553,0.0719477474270283,1,86
DB08995,1.97333333333333,-1.45673499958044,0.0725947722963978,1,86
DB11577,1.97333333333333,-1.32047355408684,0.0933384799808155,1,86
DB11937,1.97333333333333,-1.24968217452493,0.105707835730951,1,86
DB12116,1.97333333333333,-1.29766627911457,0.0972010179539791,1,86
DB12328,1.97333333333333,-1.51563113327293,0.0648063250619402,1,86
DB12379,1.97333333333333,-1.47359825851768,0.0702948952669354,1,86
DB02169,1.70666666666667,-2.39957565539806,0.00820704376305264,1,468
DB02860,1.70666666666667,-2.45437883328909,0.00705641082822453,1,468
DB04738,1.70666666666667,-2.46914141721474,0.00677188412642544,1,468
DB09539,1.98666666666667,-1.36949555825011,0.0854222111452905,1,87
DB11133,1.98666666666667,-1.43265636196006,0.0759780330515049,1,87
DB00384,2.22666666666667,-0.588979849836063,0.277937395428444,1,31
DB06733,1.94,-1.38421792164171,0.083145868682472,1,161
DB06734,1.94,-1.48313022436251,0.0690199075868924,1,161
DB02494,1.88969696969697,-5.21584692605006,9.14896199678016e-08,11,219.454545454545
DB04865,1.83333333333333,-1.64956121354556,0.0495163567435704,1,238
DB07374,1.88969696969697,-5.46261627181438,2.34584018539681e-08,11,219.454545454545
DB08437,1.88733333333333,-5.67718281536787,6.84655542897733e-09,10,223.1
DB05959,1.77333333333333,-2.52007106496023,0.00586655716135088,2,361.5
DB00675,1.79666666666667,-2.80504671543426,0.00251546438360855,2,304
DB00328,2.41666666666667,0.121868192430764,0.548498296707484,2,54
DB01536,2.83333333333333,1.80780811544634,0.964681814867996,1,9
DB02056,2.83333333333333,1.75803055386436,0.960628844644163,1,9
DB02266,2.83333333333333,2.22712875378106,0.98703066499906,1,9
DB07700,2.83333333333333,1.25709172731038,0.895639788796493,1,9
DB00337,1.95,-2.05695692163364,0.0198451849090726,2,144.5
DB00877,1.95,-2.17831151683962,0.0146914261627805,2,144.5
DB01590,1.86666666666667,-1.95023478733707,0.0255740706419714,1,212
DB04974,1.86666666666667,-1.77796305537047,0.0377049614158315,1,212
DB05241,1.86666666666667,-1.58724823871311,0.0562282166569503,1,212
DB06233,1.86666666666667,-1.9808268260421,0.0238053486662249,1,212
DB06287,1.86666666666667,-1.74987275363619,0.0400701365613278,1,212
DB03124,1.84,-1.86392022144765,0.031166454274268,1,272
DB05408,1.89,-2.44837767824855,0.00717505733530007,2,207
DB06862,1.84,-1.90354933765325,0.0284844511422438,1,272
DB07696,1.84,-1.6261160841507,0.0519624815280603,1,272
DB08213,1.84,-1.79795130841806,0.0360923621192785,1,272
DB08229,1.84,-1.94709943103417,0.0257614076096047,1,272
DB08251,1.84,-1.75354084256815,0.0397546076382366,1,272
DB08497,1.84,-1.93964088673337,0.0262116741213952,1,272
DB08498,1.84,-1.87921973236453,0.0301072481918496,1,272
DB08499,1.84,-1.79094384249012,0.0366511535987207,1,272
DB07171,2.46666666666667,0.261420277985112,0.603115789489045,1,13
DB05217,2.09333333333333,-1.00451867612697,0.157564336918375,1,34
DB12731,2.09333333333333,-1.02809138026871,0.151953422462045,1,34
DB06098,2.01666666666667,-1.64872216395293,0.0496022836643292,2,90.5
DB01902,1.97333333333333,-1.3822546464665,0.0834467631719857,1,92
DB02016,2.44,0.121885031551555,0.548504964836482,1,11
DB03696,2.44,0.346192104118868,0.635400825860545,1,11
DB06884,1.94666666666667,-1.41289185018249,0.0788437628728571,1,151
DB00145,2.21333333333333,-0.623082338470199,0.266615207599456,1,26
DB03408,2.21333333333333,-0.561666824977168,0.287171520698924,1,26
DB00144,1.98666666666667,-1.52391561664994,0.0637648959155697,1,82
DB13874,2.1,-1.05773793988124,0.145087466591252,1,38
DB11761,2.82,1.55242360236748,0.939719550186777,1,6
DB07234,1.92,-1.70820884285283,0.0437987991519065,1,121
DB07406,1.92,-1.51425925295875,0.0649800493809397,1,121
DB07430,1.92,-1.64175927769724,0.0503199507260925,1,121
DB07431,1.92,-1.42499373209388,0.0770795064721226,1,121
DB07728,1.92,-1.77603479981224,0.0378635907460437,1,121
DB08358,1.92,-1.83517491767368,0.0332398881466253,1,121
DB15598,2.64666666666667,1.08927450620648,0.861983574220837,1,8
DB01034,1.94666666666667,-1.32742298148819,0.0921844008441453,1,167
DB01083,1.94666666666667,-1.44477634663873,0.074260358523196,1,167
DB04893,2.14,-0.816077582492741,0.207227882252557,1,36
DB06448,2.14,-0.746050280740323,0.22781852101975,1,36
DB06953,2.14,-0.954299327723669,0.169966074123963,1,36
DB07216,2.14,-0.699513690588139,0.242115530093181,1,36
DB07227,2.14,-0.611205208483233,0.27053186783632,1,36
DB07771,2.14,-0.79659281968222,0.212843774447146,1,36
DB07895,2.14,-0.861803332074199,0.194397875510706,1,36
DB08180,2.14,-0.703294538056328,0.240936106922153,1,36
DB08674,2.14,-0.851058399518693,0.197368456413784,1,36
DB08676,2.14,-0.730147737385982,0.232649942141147,1,36
DB00122,2.08666666666667,-1.40435079315071,0.0801072080014362,2,36
DB14006,2.08666666666667,-1.32009370122555,0.0934018677554122,2,36
DB04367,1.90666666666667,-1.48233883544236,0.0691250799106489,1,207
DB06376,1.90666666666667,-1.55196530558053,0.0603352626628303,1,207
DB08691,1.90666666666667,-1.48430361759232,0.0688641955145621,1,207
DB02162,2.00666666666667,-1.39029699807643,0.0822193545292848,1,88
DB02183,2.00666666666667,-1.30652470549199,0.0956870915489617,1,88
DB03349,2.00666666666667,-1.3240050017054,0.0927506917932674,1,88
DB01356,1.76,-2.06437949127352,0.0194908747165819,1,397
DB01772,1.76,-2.21450270847576,0.0133971082981162,1,397
DB01793,1.76,-2.11797431304351,0.0170886215909419,1,397
DB01950,1.76,-2.11683571433381,0.0171368965626493,1,397
DB03444,1.76,-2.19635453360982,0.0140332886310331,1,397
DB04014,1.76,-2.29566373771529,0.0108475576745178,1,397
DB07014,1.76,-1.73313355201783,0.0415359670303238,1,397
DB07058,1.76,-2.36087382184694,0.00911596636974957,1,397
DB07149,1.76,-1.93633766576587,0.0264131792482349,1,397
DB07676,1.76,-2.20907986472299,0.0135845431863628,1,397
DB12129,1.76,-2.16333697688956,0.0152576355197617,1,397
DB14507,1.76,-1.90054621756304,0.0286807378987878,1,397
DB14508,1.76,-2.31866273632809,0.0102066652654253,1,397
DB14509,1.76,-2.10103604347211,0.0178189011894768,1,397
DB06408,2.09333333333333,-0.961986183683589,0.16802827211266,1,32
DB06757,1.96666666666667,-1.25580407835493,0.104593506299799,1,85
DB01016,2.12,-0.985347049647544,0.162226814652894,1,33
DB01074,2.12,-0.817345088468028,0.206865623337389,1,33
DB00134,1.97333333333333,-1.48554921859901,0.0686991977806676,1,59
DB01422,1.97333333333333,-1.49081789930986,0.0680046555345696,1,59
DB02310,1.97333333333333,-1.47697851760937,0.0698406979361977,1,59
DB02640,1.97333333333333,-1.39627251652417,0.0813162233600852,1,59
DB02893,1.97333333333333,-1.30177903217796,0.096495966778058,1,59
DB03086,1.97333333333333,-1.46662600063169,0.0712389115140092,1,59
DB03396,1.97333333333333,-1.278682835475,0.100504383246412,1,59
DB04108,1.97333333333333,-1.41460436304783,0.0785922644252291,1,59
DB04324,2.03333333333333,-1.66074377665975,0.0483824586466317,2,43
DB05864,1.97333333333333,-1.36137778850409,0.0866971658348609,1,59
DB07309,1.97333333333333,-1.47393672110305,0.0702493147793567,1,59
DB07313,1.97333333333333,-1.37879627164985,0.0839787882876941,1,59
DB07322,1.97333333333333,-1.33730053342197,0.0905622784805222,1,59
DB07323,1.97333333333333,-1.19251062311374,0.116530543934642,1,59
DB07377,1.97333333333333,-1.53528096871503,0.0623574134214892,1,59
DB07746,1.97333333333333,-1.6531695154486,0.0491481843924946,1,59
DB08633,1.97333333333333,-1.40983252507049,0.0792945701209326,1,59
DB02035,2.16,-0.717033352249946,0.236676758765025,1,28
DB03796,2.16,-0.695262684229857,0.243445347551139,1,28
DB01860,1.98666666666667,-1.16147457805317,0.122724477844396,1,77
DB03896,1.98666666666667,-1.42136527695237,0.0776052977553781,1,77
DB03192,2.04666666666667,-1.03196217422177,0.151044918867193,1,64
DB03983,2.29333333333333,-0.144381980540363,0.442599422580271,1,13
DB00789,2.01333333333333,-1.40029454865452,0.0807125663027447,1,59
DB00851,2.01333333333333,-1.23417544823804,0.108568767022997,1,59
DB00920,2.01333333333333,-1.18800893179584,0.117414945397739,1,59
DB03962,2.01333333333333,-1.3005798718852,0.0967011502081356,1,59
DB01812,2.80666666666667,1.78472740334522,0.962847228120763,1,6
DB01586,2.62,1.06587611801946,0.856760176965573,1,18
DB06777,2.62,0.961838123251471,0.831934537717053,1,18
DB07768,2.56333333333333,1.26523712526861,0.89710683111293,2,13.5
DB04069,1.9,-1.47516832942472,0.0700836468864998,1,151
DB07444,1.9,-1.43441278577882,0.0757272505551956,1,151
DB11936,1.98,-1.49746523334966,0.0671361227071658,1,69
DB07901,2.09333333333333,-0.810843070990478,0.208727898223229,1,27
DB07902,2.09333333333333,-0.821332022668732,0.205728586083183,1,27
DB07903,2.09333333333333,-1.15206313145045,0.124647565974651,1,27
DB01782,1.88,-1.69520596993319,0.0450181774053865,1,196
DB02388,1.88,-1.85487284772812,0.0318071930894557,1,196
DB03084,1.88,-1.61729981544296,0.0529067895607673,1,196
DB03623,1.88,-1.76335842991349,0.0389200281504205,1,196
DB06933,1.88,-1.71733772784645,0.0429587412183849,1,196
DB07217,1.88,-1.71284307814203,0.0433707062906366,1,196
DB08005,1.88,-1.49034002490836,0.0680674267488375,1,196
DB08010,1.88,-1.9040348261304,0.0284528243410392,1,196
DB08011,1.88,-1.8062558501595,0.0354391923285207,1,196
DB08015,1.88,-1.76796578164143,0.0385333121740888,1,196
DB08021,1.88,-1.66749631695091,0.0477078780795605,1,196
DB08023,1.88,-1.60274223500755,0.0544957873954298,1,196
DB08025,1.88,-1.79482259811762,0.0363409845706474,1,196
DB08026,1.88,-1.70481333354703,0.0441146219792854,1,196
DB08555,1.88,-1.90461002265773,0.02841539139136,1,196
DB15624,1.88,-1.42122768665646,0.0776252891122162,1,196
DB00975,2.16,-0.599677578654314,0.274360566865924,1,26
DB07249,1.96666666666667,-1.41602446050944,0.0783841714674702,1,98
DB07250,1.96666666666667,-1.52980972014786,0.063031917457431,1,98
DB07251,1.96666666666667,-1.34309607423449,0.0896204332996015,1,98
DB07252,1.96666666666667,-1.43893980499021,0.0750837891957892,1,98
DB07253,1.96666666666667,-1.49246546480731,0.0677885821328427,1,98
DB07254,1.96666666666667,-1.37466177845401,0.0846181630313526,1,98
DB07255,1.96666666666667,-1.49899359181677,0.0669376472516522,1,98
DB07256,1.96666666666667,-1.46162577809167,0.0719218932010608,1,98
DB01717,2.08,-0.972571838666952,0.16538307230363,1,41
DB00214,2.32666666666667,-0.0424838845111679,0.483056479224265,1,15
DB00761,2.55111111111111,0.876758348557858,0.809691046606622,3,10.3333333333333
DB00887,2.32666666666667,-0.255683635590429,0.399097566079039,1,15
DB01325,2.32666666666667,-0.164495727591865,0.434670454912576,1,15
DB08574,1.93333333333333,-1.76910737681219,0.0384379785471222,1,151
DB03384,1.94,-1.55275948241841,0.0602403029091018,1,142
DB01695,1.94666666666667,-1.50691784106671,0.0659158588763918,1,87
DB03026,1.94666666666667,-1.54270053712444,0.0614517257568433,1,87
DB03132,1.94666666666667,-1.64670056904703,0.0498098036022492,1,87
DB03135,1.94666666666667,-1.58088091952032,0.0569526339022705,1,87
DB03314,1.94666666666667,-1.47871103113081,0.069608781397041,1,87
DB03379,1.94666666666667,-1.54707095488351,0.0609230684193074,1,87
DB07387,1.94666666666667,-1.42719915957866,0.076761248343219,1,87
DB04327,1.84666666666667,-1.9754372940097,0.024109272039372,1,272
DB02623,1.83333333333333,-1.96687778045726,0.0245986513604462,1,306
DB04602,1.98666666666667,-1.34590173189163,0.0891671051157343,1,125
DB04805,1.98666666666667,-1.58397258297461,0.0565999791942233,1,125
DB01780,1.35333333333333,-3.76699911485747,8.26107932201382e-05,1,1666
DB01864,1.85333333333333,-2.32013838665462,0.0101666961735307,2,276.5
DB00083,1.94666666666667,-1.23801466147778,0.107855312256828,1,135
DB02418,1.91333333333333,-1.45931270273846,0.0722395303715587,1,231
DB01742,1.89333333333333,-1.83083971710907,0.0335622351309675,1,143
DB02419,1.89333333333333,-1.87011856871589,0.0307336772235103,1,143
DB03393,1.89333333333333,-1.64687880247523,0.0497914798634739,1,143
DB00864,2.03333333333333,-1.22514338071758,0.110260601402661,1,77
DB01712,2.03333333333333,-1.22152338445621,0.110943958614829,1,77
DB01723,2.03333333333333,-1.35260402800366,0.0880910824713986,1,77
DB01951,2.03333333333333,-1.38019769620752,0.0837628915740364,1,77
DB02311,2.03333333333333,-1.27181597878195,0.101719255138385,1,77
DB02888,2.03333333333333,-1.26189886717051,0.103492589848942,1,77
DB03338,2.03333333333333,-1.35701520748339,0.0873881892555775,1,77
DB03621,2.03333333333333,-1.25841500115556,0.104120854750177,1,77
DB04012,2.03333333333333,-1.47239120687348,0.0704576331462335,1,77
DB04094,2.03333333333333,-1.30893266000856,0.0952785811369809,1,77
DB05814,2.03333333333333,-1.07224620089152,0.141804731970615,1,77
DB08520,2.03333333333333,-1.26803084599924,0.10239346763793,1,77
DB08597,2.03333333333333,-1.21889882939175,0.111441297022828,1,77
DB00061,1.6,-2.7120040435008,0.00334388885074797,1,697
DB03276,1.6,-2.79489668901103,0.00259581515145922,1,697
DB00993,1.75333333333333,-1.91397261320291,0.0278118275867257,1,373
DB02587,1.94,-1.59239649596303,0.0556478215374009,1,116
