,mean_proximity,z-score,p-value,No.of.Targets,Mean_degrees
DB01171,2.184210526,0.434043757,0.667871667,1,8
DB01247,2.184210526,0.471979832,0.681529408,1,8
DB01363,2.184210526,0.263758391,0.604016951,1,8
DB01442,2.184210526,0.403489155,0.656705794,1,8
DB01472,2.184210526,0.3835711,0.649351818,1,8
DB01577,2.184210526,0.275274119,0.608447177,1,8
DB01626,2.184210526,0.25141675,0.599254041,1,8
DB04017,2.184210526,0.45932367,0.676999124,1,8
DB04821,2.184210526,0.243218409,0.596081896,1,8
DB04832,2.184210526,0.396812574,0.654247161,1,8
DB04850,2.184210526,0.384206571,0.649587326,1,8
DB05205,2.184210526,0.609590351,0.728933397,1,8
DB07641,2.184210526,0.591424471,0.722881976,1,8
DB07919,2.184210526,0.364444653,0.642237002,1,8
DB09244,2.184210526,0.465967566,0.679380642,1,8
DB09245,2.184210526,0.384204129,0.649586421,1,8
DB13876,2.184210526,0.465052808,0.67905318,1,8
DB14914,2.184210526,0.580584566,0.719239762,1,8
DB05398,1.894736842,-0.789207428,0.214995391,1,19
DB00118,2.026315789,-0.236141199,0.406661553,1,11
DB00323,2.026315789,-0.208973589,0.417234428,1,11
DB00494,2.026315789,-0.274416884,0.391882135,1,11
DB02105,2.026315789,-0.268190153,0.394276477,1,11
DB02342,2.026315789,-0.217878185,0.413762012,1,11
DB03336,2.026315789,-0.424551032,0.335581998,1,11
DB03907,2.026315789,-0.223463631,0.411587343,1,11
DB07462,2.026315789,-0.304363447,0.380425506,1,11
DB08049,2.026315789,-0.192135356,0.42381809,1,11
DB11632,2.026315789,-0.249496008,0.401488564,1,11
DB11254,1.947368421,-0.525730695,0.299537667,1,31
DB01752,1.947368421,-0.497559647,0.309397226,1,28
DB04119,1.763157895,-1.180532012,0.118894343,1,79
DB00382,NA,NA,NA,1,0
DB00454,NA,NA,NA,1,0
DB00583,NA,NA,NA,1,0
DB00647,NA,NA,NA,1,0
DB00907,NA,NA,NA,1,0
DB01183,NA,NA,NA,1,0
DB01452,NA,NA,NA,1,0
DB01599,NA,NA,NA,1,0
DB02161,NA,NA,NA,1,0
DB03056,NA,NA,NA,1,0
DB03721,NA,NA,NA,1,0
DB04838,NA,NA,NA,1,0
DB06442,NA,NA,NA,1,0
DB08224,NA,NA,NA,1,0
DB00150,1.921052632,-0.698158882,0.242538919,1,36
DB01831,1.921052632,-0.649397616,0.258040702,1,36
DB04537,1.921052632,-0.600906109,0.273951262,1,36
DB03216,1.947368421,-0.525346351,0.299671221,1,42
DB03273,1.947368421,-0.655076998,0.25620909,1,42
DB03769,1.947368421,-0.552991414,0.290134645,1,42
DB01159,2.026315789,-0.05406063,0.478443429,1,8
DB00795,1.947368421,-0.535546737,0.296135924,1,37
DB08515,1.868421053,-0.883460633,0.188493722,1,60
DB01003,2.078947368,0.110886183,0.544146699,1,20
DB00831,1.894736842,-0.801618147,0.211386939,1,50
DB00161,1.894736842,-0.797051218,0.212710643,1,54
DB04967,1.973684211,-0.447505566,0.327255035,1,61
DB01065,1.868421053,-0.900887957,0.183823947,1,68
DB02386,2.026315789,-0.225772422,0.410689214,1,19
DB07448,2.026315789,-0.286442768,0.387269511,1,19
DB08766,2.026315789,-0.238022511,0.405931817,1,19
DB00768,2.131578947,0.178652291,0.570894634,1,21
DB03929,2.289473684,0.815836711,0.792703233,1,15
DB04522,2.289473684,0.564470878,0.713783143,1,15
DB00140,2.052631579,-0.010505102,0.495809148,1,10
DB04345,2.052631579,-0.077296238,0.469193942,1,10
DB04363,2.052631579,-0.103145507,0.458923744,1,10
DB00995,2.026315789,-0.242527893,0.404185573,1,36
DB03608,2.026315789,-0.290858805,0.385579655,1,36
DB02563,1.947368421,-0.552252966,0.290387525,1,45
DB04117,1.947368421,-0.416486926,0.338526866,1,45
DB00441,2.052631579,-0.191608414,0.424024476,1,7
DB03403,2.052631579,-0.236077439,0.40668629,1,7
DB03435,2.052631579,-0.132313445,0.447368187,1,7
DB03664,2.052631579,-0.175966594,0.430160094,1,7
DB05540,1.973684211,-0.488425151,0.312624365,1,22
DB04657,1.657894737,-1.58691049,0.056266459,1,100
DB08689,1.657894737,-1.532998326,0.062638134,1,100
DB09270,1.657894737,-1.727664389,0.042024206,1,100
DB04741,1.947368421,-0.597967233,0.274930899,1,44
DB00563,1.973684211,-0.406566097,0.342163351,1,53
DB00642,1.973684211,-0.518977023,0.301888382,1,53
DB01700,1.973684211,-0.458987449,0.32312159,1,53
DB02309,1.973684211,-0.49459191,0.310444107,1,53
DB03442,1.973684211,-0.422249393,0.336421496,1,53
DB04057,1.973684211,-0.415768792,0.338789599,1,53
DB02482,1.789473684,-1.000587773,0.158513072,1,66
DB02153,1.868421053,-0.856358474,0.195899763,1,54
DB04048,1.868421053,-0.789552335,0.214894627,1,54
DB00145,1.973684211,-0.40476662,0.342824533,1,52
DB02078,1.921052632,-0.527361414,0.298971317,1,29
DB02580,1.921052632,-0.642889891,0.260147775,1,29
DB03904,1.710526316,-1.585009781,0.056482056,1,122
DB00055,2.763157895,2.329697459,0.990088927,1,7
DB02835,1.973684211,-0.329545586,0.370871672,1,36
DB04397,1.973684211,-0.489790521,0.31214107,1,36
DB04530,2.236842105,0.926872099,0.823003527,1,18
DB06733,1.842105263,-1.073184443,0.141594185,1,88
DB06734,1.842105263,-0.837765637,0.201081171,1,88
DB04865,1.842105263,-1.236502714,0.108135879,1,140
DB00328,2.921052632,3.961292295,0.999962727,1,5
DB01536,2.921052632,2.589902964,0.995199851,1,5
DB02056,2.921052632,3.476458588,0.999745959,1,5
DB02266,2.921052632,2.661703564,0.996112684,1,5
DB07700,2.921052632,2.825499825,0.997639654,1,5
DB05217,2.026315789,-0.145380131,0.442205376,1,10
DB12731,2.026315789,-0.386671569,0.349499683,1,10
DB01684,2.078947368,-0.171343198,0.431976958,1,10
DB03535,2.078947368,0.026523207,0.510579988,1,10
DB03864,2.078947368,0.0932704,0.537155627,1,10
DB07148,2.078947368,-0.037447968,0.485063913,1,10
DB08738,2.078947368,-0.240972475,0.404788225,1,10
DB08739,2.078947368,-0.14527824,0.442245597,1,10
DB13874,1.973684211,-0.275297108,0.391543993,1,25
DB01034,1.763157895,-1.324589978,0.092653591,1,90
DB01083,1.763157895,-1.226933885,0.109923721,1,90
DB00160,1.894736842,-0.845657796,0.198871837,1,35
DB00133,1.894736842,-0.852499716,0.196968398,1,34
DB00131,1.947368421,-0.450371756,0.326221203,1,52
DB02162,1.947368421,-0.590259596,0.277508312,1,52
DB02183,1.947368421,-0.558604986,0.288215668,1,52
DB03349,1.947368421,-0.409178141,0.341204467,1,52
DB03192,1.947368421,-0.604889479,0.272626217,1,36
DB00789,1.894736842,-0.753458027,0.225587362,1,38
DB00851,1.894736842,-0.886135229,0.187772331,1,38
DB00920,1.894736842,-0.792473702,0.21404226,1,38
DB03962,1.894736842,-0.716106077,0.236962926,1,38
DB01586,2.473684211,1.690491468,0.954533015,1,8
DB06777,2.473684211,2.308545009,0.989515579,1,8
DB07768,2.473684211,1.894892023,0.970946646,1,8
DB11936,1.947368421,-0.407371957,0.34186741,1,28
DB04324,2,-0.266316055,0.394997905,1,17
DB07901,2,-0.347121987,0.364249838,1,17
DB07902,2,-0.227118347,0.410165859,1,17
DB07903,2,-0.366438118,0.35701909,1,17
DB01695,1.842105263,-0.886272509,0.18773535,1,63
DB03026,1.842105263,-1.002546715,0.158039808,1,63
DB03132,1.842105263,-0.960348828,0.168439842,1,63
DB03135,1.842105263,-1.03896773,0.149409872,1,63
DB03314,1.842105263,-1.07679221,0.140786553,1,63
DB03379,1.842105263,-0.96881579,0.166318553,1,63
DB03900,1.842105263,-0.977492913,0.164162592,1,63
DB07387,1.842105263,-0.879461737,0.189575485,1,63
DB02623,1.842105263,-1.051073446,0.146612429,1,83
DB01780,1.131578947,-3.995883866,3.22E-05,1,629
DB00091,1.868421053,-0.971891478,0.16555227,1,62
DB01742,1.868421053,-0.801874857,0.211312676,1,62
DB02419,1.868421053,-0.906868011,0.182238299,1,62
DB03393,1.868421053,-0.926932997,0.176980662,1,62
DB01750,1.842105263,-1.213402146,0.112488053,1,84
DB06980,1.842105263,-0.899805205,0.184111962,1,84
DB06981,1.842105263,-1.030733748,0.151332847,1,84
DB06982,1.842105263,-0.963336507,0.167689339,1,84
DB07950,1.842105263,-1.006132769,0.157175854,1,84
DB00163,1.868421053,-1.102640295,0.135091702,1,83
DB00518,1.789473684,-1.300813458,0.096661157,1,100
DB00643,1.789473684,-1.590559082,0.05585442,1,100
DB04910,1.789473684,-1.320865119,0.093273171,1,100
DB00201,1.736842105,-1.527355908,0.063336267,1,155
DB05210,1.736842105,-1.219484003,0.111330272,1,155
DB01631,2.578947368,2.065936443,0.980582759,1,11
DB01672,2.578947368,1.927064143,0.973014182,1,11
DB01926,2.578947368,1.613653375,0.946698684,1,11
DB02710,2.578947368,1.867561605,0.969088399,1,11
DB04043,2.578947368,2.225099389,0.986962717,1,11
DB04476,2.578947368,1.974017009,0.975810096,1,11
DB00039,2,-0.327388479,0.37168704,1,15
DB04478,1.973684211,-0.366818703,0.356877128,1,22
DB07740,2.078947368,-0.212496585,0.415859821,1,10
DB00313,1.973684211,-0.489128606,0.312375325,1,31
DB08818,1.710526316,-1.409882954,0.079287123,1,142
DB04707,1.763157895,-1.366799014,0.085844156,1,65
DB07876,1.763157895,-1.267111403,0.102557729,1,65
DB08162,1.763157895,-1.118448129,0.131687824,1,65
DB08756,1.763157895,-1.303052809,0.096278367,1,65
DB13165,1.763157895,-1.13255077,0.128701476,1,65
DB13931,1.763157895,-1.270392765,0.10197238,1,65
DB01766,1.842105263,-1.11779351,0.131827597,1,86
DB06867,1.842105263,-1.065441809,0.143338023,1,86
DB00491,1.921052632,-0.580050142,0.280940402,1,32
DB04066,2.078947368,0.002787748,0.501112149,1,13
DB07177,2.078947368,-0.067357895,0.473148394,1,13
DB00997,1.815789474,-0.957275638,0.169214074,1,91
DB00123,1.921052632,-0.677050224,0.249187045,1,81
DB00316,1.947368421,-0.556259608,0.289016698,1,81
DB05036,1.947368421,-0.653928171,0.256579042,1,81
DB08605,1.973684211,-0.57657814,0.282112235,1,25
DB02761,2.105263158,0.132233988,0.552600391,1,8
DB03889,2.078947368,0.100636575,0.540080519,1,5
DB03612,2.078947368,-0.062554337,0.475060696,1,16
DB01944,2.157894737,0.367551074,0.643395999,1,9
DB03126,2.157894737,0.642708848,0.739793481,1,9
DB07468,2.157894737,0.078973443,0.531473127,1,9
DB07469,2.157894737,0.579432035,0.718851153,1,9
DB07470,2.157894737,0.264547389,0.604320923,1,9
DB08276,2.157894737,0.108833805,0.543332845,1,9
DB04964,2.5,1.671375144,0.952676199,1,6
DB05786,1.921052632,-0.634133046,0.262996999,1,48
DB06774,1.842105263,-1.037081571,0.149848922,1,102
DB02820,1.631578947,-1.785851484,0.037061654,1,133
DB03964,1.973684211,-0.559042164,0.288066472,1,32
DB04072,1.973684211,-0.427944153,0.33434589,1,32
DB04351,1.973684211,-0.490683627,0.311825114,1,32
DB04562,1.973684211,-0.476514652,0.316853886,1,32
DB07574,1.815789474,-0.806693685,0.209921492,1,116
DB07664,2.026315789,-0.346344459,0.36454193,1,9
DB07853,2.026315789,-0.285090487,0.387787409,1,9
DB12010,2.026315789,-0.244691043,0.403347832,1,9
DB03661,2.078947368,-0.096632712,0.461509039,1,2
DB00167,1.894736842,-0.831434969,0.202863976,1,32
DB12339,2,-0.32559903,0.372363873,1,16
DB00149,1.868421053,-0.908501422,0.181806681,1,58
DB00141,2.263157895,0.598859339,0.725366656,1,15
DB04700,1.894736842,-0.869710002,0.192229452,1,28
DB02772,1.947368421,-0.664193746,0.253283158,1,31
