,mean_proximity,z-score,p-value,No.of.Targets,Mean_degrees
DB07219,1.971428571,-0.441551441,0.329406915,1,22
DB07223,1.971428571,-0.444893012,0.328198537,1,22
DB07224,1.971428571,-0.468755016,0.319622379,1,22
DB07225,1.971428571,-0.544355737,0.293098349,1,22
DB07231,1.971428571,-0.493166717,0.310947396,1,22
DB00716,1.657142857,-1.840387334,0.032855696,1,246
DB02359,1.657142857,-1.71513277,0.043160444,1,246
DB02550,1.657142857,-1.611439967,0.053541931,1,246
DB02840,1.657142857,-1.96676233,0.024605309,1,246
DB03093,1.657142857,-1.603377768,0.054425638,1,246
DB03137,1.657142857,-1.939989144,0.026190505,1,246
DB03504,1.657142857,-1.614055827,0.053257659,1,246
DB03749,1.657142857,-1.732772783,0.041568031,1,246
DB03809,1.657142857,-2.070234436,0.019215198,1,246
DB03899,1.657142857,-1.930418138,0.026777525,1,246
DB04054,1.657142857,-1.63379141,0.051151328,1,246
DB04254,1.657142857,-1.95021368,0.025575328,1,246
DB04505,1.657142857,-1.775734895,0.037888312,1,246
DB04588,1.657142857,-2.220202506,0.013202512,1,246
DB06956,1.657142857,-2.034706405,0.020940212,1,246
DB06957,1.657142857,-1.844546441,0.032551772,1,246
DB06958,1.657142857,-1.899282407,0.028763677,1,246
DB06961,1.657142857,-1.768539403,0.038485385,1,246
DB06964,1.657142857,-1.851971833,0.032014934,1,246
DB06969,1.657142857,-1.675234062,0.046944158,1,246
DB07100,1.657142857,-1.720624941,0.042659452,1,246
DB07317,1.657142857,-2.721893941,0.003245449,1,246
DB07319,1.657142857,-1.889169829,0.029434538,1,246
DB07324,1.657142857,-2.207687098,0.013633046,1,246
DB07325,1.657142857,-1.837541585,0.033064992,1,246
DB07495,1.657142857,-1.429969343,0.076362909,1,246
DB07502,1.657142857,-1.623849761,0.052203938,1,246
DB07601,1.657142857,-1.900856875,0.028660381,1,246
DB08194,1.657142857,-1.838276225,0.033010856,1,246
DB08197,1.657142857,-1.653841627,0.049079848,1,246
DB08436,1.657142857,-1.744096425,0.040571139,1,246
DB08442,1.657142857,-1.481980758,0.069172707,1,246
DB08443,1.657142857,-1.610067602,0.053691549,1,246
DB08557,1.657142857,-1.625941478,0.051981053,1,246
DB08786,1.657142857,-1.390008785,0.082263105,1,246
DB08787,1.657142857,-1.884924409,0.029720022,1,246
DB08788,1.657142857,-1.625523712,0.052025508,1,246
DB08789,1.657142857,-1.771177381,0.038265605,1,246
DB12442,1.657142857,-1.85946644,0.031480526,1,246
DB08045,1.628571429,-1.888963939,0.02944833,1,209
DB08153,1.628571429,-2.141590926,0.016113207,1,209
DB08292,1.628571429,-1.753912041,0.03972279,1,209
DB08293,1.628571429,-1.973453313,0.024221969,1,209
DB08346,1.628571429,-1.718539011,0.042849173,1,209
DB02497,1.914285714,-0.807451379,0.209703238,1,36
DB02846,1.914285714,-0.699594881,0.24209017,1,36
DB02929,1.914285714,-0.740036154,0.229639029,1,36
DB03484,1.914285714,-0.752315267,0.225930745,1,36
DB03935,1.914285714,-0.694167363,0.243788629,1,36
DB03959,1.914285714,-0.716061951,0.236976548,1,36
DB03981,1.914285714,-0.654542909,0.256381046,1,36
DB04985,1.771428571,-1.401954918,0.080464355,1,124
DB02175,1.942857143,-0.555547564,0.289260093,1,76
DB00197,2.2,0.378880112,0.647611553,1,18
DB00363,2.2,0.410025594,0.659106413,1,18
DB01242,2.2,0.504337767,0.692987979,1,18
DB01834,2.2,0.444199474,0.671550814,1,18
DB03003,2.2,0.473485866,0.682066709,1,18
DB03619,2.2,0.57947335,0.718865088,1,18
DB03686,2.2,0.450284598,0.673747378,1,18
DB04132,2.2,0.313667192,0.623113089,1,18
DB04339,2.2,0.478768893,0.683948476,1,18
DB04972,2.2,0.423621988,0.664079241,1,18
DB05460,2.2,0.540467263,0.705562584,1,18
DB07849,2.2,0.474136567,0.682298738,1,18
DB08370,2.2,0.335429026,0.631349262,1,18
DB11831,2.2,0.728562232,0.766865256,1,18
DB13014,2.2,0.189875506,0.575296657,1,18
DB02778,2.028571429,-0.251062354,0.40088295,1,19
DB02848,2.028571429,-0.311297847,0.377787102,1,19
DB04175,2.028571429,-0.295793768,0.383693791,1,19
DB05053,2.028571429,-0.279865895,0.389790197,1,19
DB05518,2.028571429,-0.355005855,0.361292603,1,19
DB07270,2.028571429,-0.045795887,0.481736469,1,19
DB07312,2.028571429,-0.212088946,0.416018822,1,19
DB07321,2.028571429,-0.401187026,0.344141216,1,19
DB08484,2.028571429,-0.348083084,0.363888894,1,19
DB02140,2.057142857,-0.075514623,0.469902632,1,9
DB03120,2.057142857,-0.224202109,0.411300021,1,9
DB08526,2.057142857,-0.2175765,0.413879548,1,9
DB00277,1.8,-1.240393354,0.107414969,1,135
DB02498,1.8,-1.026094694,0.152423476,1,135
DB02690,1.8,-1.155999861,0.123840607,1,135
DB03072,1.8,-1.38994884,0.082272207,1,135
DB03073,1.8,-1.022131062,0.153359437,1,135
DB03509,1.8,-1.144954631,0.126113976,1,135
DB03722,1.8,-1.145486643,0.126003813,1,135
DB04010,1.8,-1.180984508,0.118804439,1,135
DB07096,1.8,-0.961913006,0.168046653,1,135
DB07232,1.8,-1.223806637,0.11051259,1,135
DB07330,1.8,-1.207600353,0.113600512,1,135
DB07787,1.8,-1.371084717,0.085174274,1,135
DB09074,1.8,-1.106147326,0.134331379,1,135
DB11760,1.8,-1.217346359,0.111736231,1,135
DB11793,1.8,-1.172257309,0.120546883,1,135
DB12332,1.8,-1.219313318,0.111362648,1,135
DB13877,1.8,-1.141375292,0.126856891,1,135
DB01197,1.942857143,-0.636034651,0.262376919,1,25
DB02062,1.942857143,-0.652418824,0.257065512,1,25
DB02352,1.942857143,-0.43938772,0.330190311,1,25
DB03424,1.942857143,-0.419568849,0.337400224,1,25
DB05177,1.942857143,-0.562620036,0.286846823,1,25
DB06828,1.942857143,-0.62797413,0.265010444,1,25
DB06851,1.942857143,-0.502300853,0.307727955,1,25
DB06917,1.942857143,-0.638988487,0.261415211,1,25
DB07094,1.942857143,-0.569638312,0.284461519,1,25
DB07099,1.942857143,-0.468285822,0.319790103,1,25
DB07102,1.942857143,-0.674927886,0.249860791,1,25
DB07104,1.942857143,-0.62586734,0.265700979,1,25
DB07196,1.942857143,-0.631313851,0.263917666,1,25
DB07237,1.942857143,-0.691462822,0.244637368,1,25
DB07258,1.942857143,-0.678830807,0.248622536,1,25
DB07259,1.942857143,-0.644708854,0.259557939,1,25
DB07260,1.942857143,-0.518701786,0.301984358,1,25
DB07292,1.942857143,-0.530684605,0.297818678,1,25
DB08040,1.942857143,-0.728344849,0.233201257,1,25
DB08466,1.942857143,-0.659081891,0.254921592,1,25
DB00945,1.571428571,-2.024484833,0.021460145,1,256
DB01254,1.6,-1.930235538,0.02678883,1,262
DB07045,1.6,-1.923638187,0.027199975,1,262
DB03496,2.028571429,-0.192406954,0.423711723,1,15
DB02358,1.971428571,-0.421812737,0.336580854,1,41
DB04322,1.971428571,-0.570281616,0.284243354,1,41
DB08373,2.085714286,0.026552329,0.510591602,1,3
DB03017,2.2,0.29496681,0.615990383,1,17
DB03704,2.2,0.43669846,0.668834977,1,17
DB04153,2.2,0.616362489,0.731172348,1,17
DB00148,2,-0.455752515,0.324283977,1,32
DB13191,2,-0.404670492,0.342859867,1,32
DB03994,2.085714286,-0.069725988,0.472205878,1,10
DB09095,2.085714286,-0.151576003,0.439760681,1,10
DB06773,1.914285714,-0.709218443,0.239094465,1,74
DB03223,1.714285714,-1.601907821,0.054587997,1,157
DB08348,1.714285714,-1.604214265,0.054333416,1,157
DB11823,1.714285714,-1.492834114,0.067740308,1,157
DB12688,1.714285714,-1.167924415,0.121418627,1,157
DB05798,1.971428571,-0.513213003,0.303901166,1,20
DB00282,2.114285714,0.003244707,0.501294449,1,21
DB00399,2.114285714,-0.005355424,0.497863505,1,21
DB00710,2.114285714,-0.076593442,0.469473488,1,21
DB00884,2.114285714,0.05396008,0.521516515,1,21
DB01785,2.114285714,0.206893874,0.58195363,1,21
DB02508,2.114285714,0.139002318,0.555275841,1,21
DB02552,2.114285714,0.143518433,0.557059623,1,21
DB04714,2.114285714,0.151098857,0.560051133,1,21
DB06548,2.114285714,-0.039670875,0.484177761,1,21
DB07780,2.114285714,0.149749011,0.559518681,1,21
DB07841,2.114285714,0.055403212,0.522091382,1,21
DB00119,1.828571429,-1.062185393,0.144075765,1,88
DB01733,1.828571429,-1.150100623,0.125051215,1,88
DB07628,1.828571429,-1.075714677,0.141027441,1,88
DB07692,1.828571429,-1.051059474,0.146615638,1,88
DB07697,1.828571429,-1.072702577,0.141702292,1,88
DB02103,1.971428571,-0.444332662,0.328401045,1,85
DB02935,1.971428571,-0.466161491,0.320549956,1,85
DB03719,1.971428571,-0.494463855,0.310489313,1,85
DB00130,2.085714286,-0.183220437,0.42731253,1,16
DB00170,2.085714286,-0.045038578,0.48203828,1,7
DB01927,2.085714286,0.224788597,0.588928131,1,7
DB02395,2.085714286,0.040044437,0.515971151,1,7
DB02400,2.085714286,0.045911558,0.518309629,1,7
DB03626,2.085714286,0.087988912,0.535057255,1,7
DB04090,2.085714286,-0.005476899,0.497815044,1,7
DB04392,2.085714286,-0.076105858,0.46966744,1,7
DB07385,2.085714286,-0.057734145,0.476980198,1,7
DB06584,2.085714286,-0.052734924,0.478971556,1,31
DB08492,2.6,1.889876305,0.970612747,1,5
DB03394,2.285714286,0.717974707,0.763613559,1,16
DB03556,2.285714286,0.713983471,0.7623813,1,16
DB04463,2.285714286,0.860435427,0.805225468,1,16
DB05319,2.428571429,1.533402015,0.937411584,1,9
DB05831,2.428571429,1.231076171,0.890852811,1,9
DB06607,2.428571429,1.056682592,0.854671764,1,9
DB09336,2.428571429,2.02791872,0.978715728,1,9
DB11075,2.428571429,1.089180277,0.861962803,1,9
DB01827,1.942857143,-0.522214611,0.300760457,1,65
DB04465,1.942857143,-0.606212602,0.272186793,1,65
DB06266,2.028571429,-0.322089005,0.373692634,1,21
DB00182,2.285714286,1.080950507,0.860140435,1,9
DB00191,2.285714286,0.609378978,0.728863366,1,9
DB00721,2.285714286,0.950585718,0.829092639,1,9
DB00752,2.285714286,0.717257656,0.763392435,1,9
DB00780,2.285714286,0.82809458,0.796191531,1,9
DB00805,2.285714286,0.657275882,0.744498229,1,9
DB00909,2.285714286,0.77869524,0.78192037,1,9
DB01037,2.285714286,1.019290808,0.845967537,1,9
DB01168,2.285714286,0.699954377,0.758022102,1,9
DB01171,2.285714286,0.811694167,0.791516429,1,9
DB01247,2.285714286,0.803694801,0.789213371,1,9
DB01363,2.285714286,0.714844579,0.762647457,1,9
DB01442,2.285714286,0.885281226,0.811997513,1,9
DB01472,2.285714286,0.482978833,0.685444617,1,9
DB01577,2.285714286,0.676643128,0.750683796,1,9
DB01626,2.285714286,0.944341435,0.827502401,1,9
DB04017,2.285714286,1.117305045,0.86806804,1,9
DB04821,2.285714286,0.876961034,0.809746099,1,9
DB04832,2.285714286,0.531290378,0.702391214,1,9
DB04850,2.285714286,0.750870253,0.773634628,1,9
DB05205,2.285714286,0.677147807,0.75084391,1,9
DB07641,2.285714286,1.016665411,0.845343687,1,9
DB07919,2.285714286,0.919777592,0.821155502,1,9
DB09244,2.285714286,0.823415868,0.794864229,1,9
DB09245,2.285714286,0.963593138,0.832375026,1,9
DB13876,2.285714286,0.733584598,0.768399025,1,9
DB14914,2.285714286,0.968150924,0.8335155,1,9
DB05398,2,-0.451657256,0.325757958,1,18
DB00323,2.2,0.384038103,0.649524897,1,9
DB00494,2.2,0.492832244,0.688934437,1,9
DB02105,2.2,0.43560284,0.668437545,1,9
DB02342,2.2,0.69108273,0.755243224,1,9
DB03336,2.2,0.338596407,0.632543105,1,9
DB03907,2.2,0.452413357,0.674514387,1,9
DB07462,2.2,0.564206236,0.713693108,1,9
DB08049,2.2,0.504712963,0.693119773,1,9
DB11632,2.2,0.588183009,0.72179527,1,9
DB04119,1.942857143,-0.488604584,0.312560833,1,78
DB00382,NA,NA,NA,1,0
DB00454,NA,NA,NA,1,0
DB00583,NA,NA,NA,1,0
DB00647,NA,NA,NA,1,0
DB00907,NA,NA,NA,1,0
DB01183,NA,NA,NA,1,0
DB01452,NA,NA,NA,1,0
DB01599,NA,NA,NA,1,0
DB02161,NA,NA,NA,1,0
DB03056,NA,NA,NA,1,0
DB03721,NA,NA,NA,1,0
DB04838,NA,NA,NA,1,0
DB06442,NA,NA,NA,1,0
DB08224,NA,NA,NA,1,0
DB00150,2.028571429,-0.291073734,0.385497464,1,35
DB01831,2.028571429,-0.242562085,0.404172328,1,35
DB04537,2.028571429,-0.297657046,0.382982465,1,35
DB03216,1.971428571,-0.498627213,0.309021015,1,41
DB03273,1.971428571,-0.437364091,0.330923661,1,41
DB03769,1.971428571,-0.434590714,0.331929768,1,41
DB01159,2.142857143,0.416579706,0.661507072,1,8
