"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS",33727,74,38,105,0,0,0.111794835336974,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_OXIDATIVE_STRESS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_OXIDATIVE_STRESS",33727,74,38,46,1,0.0217391304347826,0.0012399359252804,1,"SRXN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_METABOLIC_PROCESS",33727,74,38,236,2,0.00847457627118644,0.00238182893634569,1,"SQSTM1","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS",33727,74,38,101,1,0.0099009900990099,0.00581872037519497,1,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYNAPSE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/SYNAPSE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BILE_ACID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/BILE_ACID_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_TEMPERATURE_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_TEMPERATURE_STIMULUS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OLIGOSACCHARIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/OLIGOSACCHARIDE_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_HEART_CONTRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_HEART_CONTRACTION",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COVALENT_CHROMATIN_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/COVALENT_CHROMATIN_MODIFICATION",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_ACTION_POTENTIAL","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_ACTION_POTENTIAL",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPID_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/LIPID_HOMEOSTASIS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRNA_PROCESSING","http://www.broadinstitute.org/gsea/msigdb/cards/RRNA_PROCESSING",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTABLISHMENT_OF_VESICLE_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ESTABLISHMENT_OF_VESICLE_LOCALIZATION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEME_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/HEME_BIOSYNTHETIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNFOLDED_PROTEIN_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/UNFOLDED_PROTEIN_RESPONSE",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_DIVISION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_DIVISION",33727,74,38,21,0,0,0.0234027408616901,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_ABIOTIC_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_ABIOTIC_STIMULUS",33727,74,38,89,0,0,0.0955818518017412,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HOMEOSTASIS_OF_NUMBER_OF_CELLS","http://www.broadinstitute.org/gsea/msigdb/cards/HOMEOSTASIS_OF_NUMBER_OF_CELLS",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATED_SECRETORY_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATED_SECRETORY_PATHWAY",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_3END_PROCESSING","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_3END_PROCESSING",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_BIOTIC_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_BIOTIC_STIMULUS",33727,74,38,120,1,0.00833333333333333,0.00811714274348255,1,"TOR1B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G_PROTEIN_SIGNALING_COUPLED_TO_CAMP_NUCLEOTIDE_SECOND_MESSENGER","http://www.broadinstitute.org/gsea/msigdb/cards/G_PROTEIN_SIGNALING_COUPLED_TO_CAMP_NUCLEOTIDE_SECOND_MESSENGER",33727,74,38,64,0,0,0.0696705983341139,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_SECRETION",33727,74,38,32,0,0,0.0354476051055022,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION",33727,74,38,28,0,0,0.031084485386896,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MACROMOLECULE_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/MACROMOLECULE_LOCALIZATION",33727,74,38,235,2,0.00851063829787234,0.00235337057393702,1,"SQSTM1","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_RESPONSE_TO_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_RESPONSE_TO_STIMULUS",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G1_PHASE_OF_MITOTIC_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/G1_PHASE_OF_MITOTIC_CELL_CYCLE",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLYCOSPHINGOLIPID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/GLYCOSPHINGOLIPID_METABOLIC_PROCESS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_RHO_GTPASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_RHO_GTPASE_ACTIVITY",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRNA_PROCESSING_GO_0006397","http://www.broadinstitute.org/gsea/msigdb/cards/MRNA_PROCESSING_GO_0006397",33727,74,38,73,0,0,0.0790808483809486,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MACROMOLECULE_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/MACROMOLECULE_BIOSYNTHETIC_PROCESS",33727,74,38,321,2,0.00623052959501558,0.00563188997390343,1,"CHST12","PIGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_OTHER_ORGANISM","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_OTHER_ORGANISM",33727,74,38,83,0,0,0.0894279933040262,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_EXPORT_FROM_NUCLEUS","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_EXPORT_FROM_NUCLEUS",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYSOSOMAL_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/LYSOSOMAL_TRANSPORT",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MACROMOLECULE_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/MACROMOLECULE_CATABOLIC_PROCESS",33727,74,38,137,1,0.0072992700729927,0.0104646250085418,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_T_CELL_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_T_CELL_ACTIVATION",33727,74,38,21,0,0,0.0234027408616901,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGICAL_SYSTEM_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEUROLOGICAL_SYSTEM_PROCESS",33727,74,38,379,1,0.00263852242744063,0.0679372658663223,1,"SLC1A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CELL_SHAPE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CELL_SHAPE",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINO_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMINO_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PROTEIN_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PROTEIN_SECRETION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MITOTIC_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MITOTIC_CELL_CYCLE",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIBONUCLEOTIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/RIBONUCLEOTIDE_METABOLIC_PROCESS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_LIPID_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_LIPID_CATABOLIC_PROCESS",33727,74,38,35,0,0,0.0387073845403192,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPIDERMIS_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/EPIDERMIS_DEVELOPMENT",33727,74,38,71,0,0,0.0769977246348996,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_RESPONSE_TO_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_RESPONSE_TO_STIMULUS",33727,74,38,59,0,0,0.0644022943749121,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MAP_KINASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MAP_KINASE_ACTIVITY",33727,74,38,67,1,0.0149253731343284,0.00260962843586571,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_TRANSCRIPTION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_TRANSCRIPTION",33727,74,38,188,1,0.00531914893617021,0.0190488501453859,1,"ID1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HOMEOSTATIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/HOMEOSTATIC_PROCESS",33727,74,38,207,0,0,0.208696011323234,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SODIUM_ION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/SODIUM_ION_TRANSPORT",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VASCULATURE_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/VASCULATURE_DEVELOPMENT",33727,74,38,55,0,0,0.0601667469005337,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_HOMEOSTASIS",33727,74,38,147,0,0,0.153019227355779,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STRIATED_MUSCLE_CONTRACTION_GO_0006941","http://www.broadinstitute.org/gsea/msigdb/cards/STRIATED_MUSCLE_CONTRACTION_GO_0006941",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLYCOPROTEIN_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/GLYCOPROTEIN_BIOSYNTHETIC_PROCESS",33727,74,38,74,0,0,0.0801206929094305,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICOSANOID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/ICOSANOID_METABOLIC_PROCESS",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/SECRETION",33727,74,38,178,1,0.00561797752808989,0.0171915860240765,1,"AQP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_REPLICATION","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_REPLICATION",33727,74,38,102,1,0.00980392156862745,0.00593089950060919,1,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS",33727,74,38,36,0,0,0.039791592049148,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
