Gene,logFC,logCPM,LR,PValue,FDR
LOC105370139,0.925701575,-0.830418948,6.137109884,0.01323735,0.044135677
RND3,0.925566981,7.160370947,19.92262749,8.06E-06,0.000189247
APOBEC3B,0.924017252,3.03203075,17.51939458,2.84E-05,0.000482959
COL6A1,0.923476217,2.159704211,18.827754,1.43E-05,0.000292448
GGTLC2,0.922478856,0.001624504,8.409383166,0.003732893,0.017015097
TRIM14,0.922165698,5.831299673,37.76985047,7.96E-10,1.20E-07
ZGLP1,0.921444338,0.659520939,16.49639773,4.87E-05,0.000732554
L3MBTL2-AS1,0.921021617,0.049840029,18.54987805,1.66E-05,0.000323134
CEACAM19,0.920577902,1.422220443,11.65292906,0.000641015,0.004656943
LOC105374918,0.918579301,0.268785796,9.415417919,0.002151685,0.011520098
MAF,0.916850368,4.12077188,19.56909527,9.70E-06,0.000217984
TRIM25,0.916676819,6.21858639,41.49094985,1.18E-10,2.23E-08
PAPPA,0.910727022,3.475291119,6.302234102,0.012058591,0.0412326
IFIT5,0.909206226,4.873042084,26.56933112,2.54E-07,1.33E-05
GABBR1,0.908866595,2.307078049,13.56694396,0.000230204,0.002258286
ITGA9,0.90644317,-0.523148655,6.496164741,0.010810745,0.037951745
RIMS2,0.905217294,1.621908623,23.38079371,1.33E-06,4.87E-05
PER3,0.904300296,4.903175,13.12337937,0.000291634,0.0026795
MIR12136,0.904151578,-0.043440498,13.76441971,0.000207224,0.002093319
DUSP6,0.902194372,5.517597079,18.00723909,2.20E-05,0.000394521
LOC100419583,0.900730961,4.586741422,25.05742771,5.56E-07,2.41E-05
STARD5,0.900689661,3.360143743,33.42641362,7.40E-09,7.54E-07
IQCN,0.900128988,2.777733724,10.82364542,0.00100212,0.006518732
SLC30A4,0.899872494,0.381729257,15.8640168,6.81E-05,0.000935551
SLC25A28,0.899069979,4.739551765,24.91630553,5.99E-07,2.56E-05
CORO6,0.897977343,0.476428782,7.396041175,0.006536758,0.026025095
TENT5A,0.895192931,4.647614608,27.2457674,1.79E-07,9.86E-06
CDC42EP2,0.89488558,2.988068925,22.06466788,2.64E-06,8.01E-05
FXYD5,0.892031858,3.190065349,9.627072801,0.001917299,0.010591755
LOC105373148,0.89002223,0.35346336,10.53339203,0.001172368,0.007305095
PRKXP1,0.888887431,2.619344946,15.37687299,8.81E-05,0.001129823
USP36,0.887168642,4.809882745,26.30793191,2.91E-07,1.47E-05
SAMD9,0.884497439,7.588734965,17.37524541,3.07E-05,0.000510056
GAL3ST4,0.882609476,1.295348808,25.29818962,4.91E-07,2.19E-05
MT2A,0.882535471,5.888555774,8.501656259,0.003548234,0.016415976
ZNF618,0.882055919,3.559929431,17.80149935,2.45E-05,0.000430281
TGIF2,0.881922501,3.775457013,47.66214242,5.06E-12,1.38E-09
MYC,0.880461281,4.905251031,29.49947165,5.59E-08,3.87E-06
ZSWIM4,0.879658224,4.08147439,15.08913085,0.000102552,0.001259064
STX19,0.87694191,3.168056461,24.19980735,8.68E-07,3.49E-05
PNPLA3,0.874785056,1.15413949,9.754370103,0.001788969,0.010019497
TOR1B,0.872682906,4.98194945,22.16932048,2.50E-06,7.67E-05
FOXP1,0.871810782,5.649107703,35.40937888,2.67E-09,3.49E-07
KDR,0.867745635,2.0488384,7.346526491,0.006719245,0.026517681
BISPR,0.867037875,2.883592751,23.3664899,1.34E-06,4.90E-05
PPARGC1A,0.865371726,1.990018313,7.67840736,0.005588547,0.023002379
KLF2,0.863333126,0.623177082,28.76048391,8.19E-08,5.33E-06
ZNF442,0.862966849,0.479240417,15.18706299,9.74E-05,0.001221224
MIR3614,0.861627484,0.841493708,27.23351542,1.80E-07,9.89E-06
IRF1,0.859924834,5.783204538,55.77111102,8.14E-14,3.14E-11
RLF,0.859325284,5.310431359,19.59644401,9.56E-06,0.000216425
SPRY1,0.857333105,3.969765985,39.31600137,3.60E-10,5.75E-08
ARID3A,0.857232319,1.862149084,22.24531615,2.40E-06,7.50E-05
IPCEF1,0.855077113,1.607923121,27.07254596,1.96E-07,1.06E-05
ITGA5,0.850927293,3.951922624,6.18200879,0.012905568,0.043382409
LOC105374986,0.850193718,1.851124533,12.98121254,0.000314632,0.002837978
GATA3,0.850152285,2.404457628,9.585879962,0.001960794,0.010777605
ANKRD13B,0.849208411,1.966277931,20.96034842,4.69E-06,0.000124884
TNFSF10,0.849179258,7.516236161,30.1302526,4.04E-08,2.98E-06
UBAP1L,0.847075925,1.268569157,13.23533634,0.000274721,0.00257046
GRHL3,0.846873744,4.142354571,12.9240241,0.000324392,0.002896237
NPIPB11,0.846682381,1.239239931,9.35630205,0.0022222,0.01174794
PLSCR1,0.84587526,6.351925548,23.8959887,1.02E-06,3.93E-05
FBXO41,0.839668082,1.939472545,26.00355894,3.41E-07,1.67E-05
BCL2,0.83886858,2.191658134,23.86161899,1.04E-06,3.98E-05
CD68,0.838082357,4.204740989,12.59434434,0.000386916,0.00328369
TAF4B,0.837208965,2.384049098,21.0878548,4.39E-06,0.000118788
FAM193A,0.836476997,4.687687624,37.56313932,8.85E-10,1.28E-07
LDLR,0.835920151,7.073548736,17.90865902,2.32E-05,0.00041123
CH507-145C22.1,0.835637111,-0.680511733,14.93048996,0.000111546,0.001329868
PIK3AP1,0.834973551,2.530890112,14.29594236,0.000156201,0.001708478
RNF207,0.834451846,3.926107574,12.16182187,0.000487777,0.003830906
PER2,0.832879049,5.457142181,13.69177643,0.000215396,0.002151776
EFNB2,0.831782221,4.666605523,26.48873219,2.65E-07,1.38E-05
MICAL2,0.830044935,4.992333731,15.7940563,7.06E-05,0.000961583
DPYSL4,0.829647998,-0.449713571,7.140686253,0.007535432,0.028761384
AVIL,0.829389446,2.334327008,15.46321815,8.41E-05,0.001092676
PXDN,0.828170204,5.837576877,12.37012525,0.000436258,0.003562701
SYDE1,0.827865692,-0.593900715,8.351316608,0.00385408,0.017431653
MARVELD1,0.82772424,4.15906986,21.78037162,3.06E-06,8.97E-05
SHISA5,0.826922758,6.646484604,31.46694448,2.03E-08,1.74E-06
HDX,0.826697707,1.756262862,18.59738921,1.61E-05,0.000318823
PVR,0.826068669,4.59005157,12.79142177,0.000348212,0.003065589
MIR6891,0.825462845,3.175109071,9.550047871,0.001999442,0.010919498
HLA-B,0.82512947,8.853077014,13.629359,0.000222676,0.00220498
TNFSF15,0.823606549,3.821113828,8.71111515,0.003162757,0.015155939
GJC1,0.821726171,0.523008888,19.60981503,9.50E-06,0.000215224
PHLPP2,0.82136679,2.825362955,23.42965209,1.30E-06,4.78E-05
DHX58,0.82127273,4.667641719,23.89523735,1.02E-06,3.93E-05
LTBP1,0.81845285,4.960983421,14.04606543,0.000178387,0.001883315
CEACAM1,0.818417467,4.64967685,8.142371296,0.00432427,0.018992635
AXL,0.818249578,2.981799867,25.27144336,4.98E-07,2.20E-05
ETV5,0.817641743,1.656201505,7.346974611,0.006717571,0.026517681
TMC7,0.816759543,2.465362424,18.44820669,1.75E-05,0.00033709
TRIB1,0.814890916,4.686097014,30.36895413,3.57E-08,2.75E-06
CIART,0.813135596,2.138937714,14.58616592,0.000133894,0.001522477
FBN1,0.812369813,3.520297578,11.51508514,0.000690337,0.00494102
MIR6886,0.812182434,0.548083414,7.362848387,0.006658523,0.026363677
MDGA1,0.811579081,2.558477383,27.35619671,1.69E-07,9.41E-06
CDK5R1,0.811388892,2.468907531,22.01316222,2.71E-06,8.18E-05
LOC102723996,0.811216683,1.001262442,16.07159038,6.10E-05,0.000868326
RTP4,0.810429215,4.110458529,14.44319796,0.000144451,0.001613474
EDNRA,0.808328951,-0.321501399,5.882703067,0.01529033,0.049153245
ELMSAN1,0.807439498,5.108574683,18.39077618,1.80E-05,0.000343057
FAT2,0.806904963,7.678178357,20.81011154,5.07E-06,0.000133275
CCND2,0.804473884,5.603581657,13.26377399,0.000270584,0.002543244
THSD1,0.801813003,2.89123325,12.79243955,0.000348023,0.003065589
SIRT1,0.801633432,4.224143314,19.95175112,7.94E-06,0.000186663
ZDHHC14,0.801191913,1.874820998,9.966832274,0.001593855,0.00918065
VPS9D1-AS1,0.801092808,0.088080818,17.4879104,2.89E-05,0.000488485
S1PR2,0.800489075,1.520610736,14.27810622,0.000157688,0.001715928
FAM83G,0.798877088,5.017762056,25.62170954,4.15E-07,1.92E-05
SYNJ1,0.79511683,3.73300899,21.93834431,2.82E-06,8.42E-05
MIOX,0.791576855,1.373855958,8.990446877,0.002713946,0.01359183
C6orf141,0.790745158,1.142393257,10.87829829,0.000972976,0.006394999
MIR1244-3,0.789237337,3.88043521,9.071858883,0.002595731,0.013165373
ZHX2,0.789086352,3.832516636,39.99469822,2.55E-10,4.28E-08
MMD,0.788729845,2.237636926,11.03697294,0.000893126,0.006003861
LRP5L,0.78866847,1.56638621,16.31821449,5.35E-05,0.000788916
ZC3H12C,0.788521014,4.77561964,13.64586203,0.000220727,0.002191179
CLUHP3,0.78811393,1.825877021,22.4768463,2.13E-06,6.91E-05
TP53,0.788004272,4.931051116,33.03502735,9.05E-09,8.82E-07
SMG1P3,0.787919797,0.870061312,12.83118833,0.000340889,0.00301456
TYMP,0.787545921,6.40382123,13.76621789,0.000207026,0.002093319
AP3B2,0.78715458,1.827567587,7.767545166,0.005319329,0.022208164
ASPHD1,0.786878955,-0.413396449,8.386240871,0.00378072,0.017168687
ZSWIM6,0.785138038,5.129954605,22.39776883,2.22E-06,7.14E-05
JUNB,0.782883055,6.752178299,15.92140258,6.60E-05,0.000916383
MAP3K14,0.781952806,3.05975218,24.02823824,9.49E-07,3.76E-05
PROX1,0.780446061,0.142153197,8.333244753,0.003892607,0.017565667
TMEM106A,0.780226861,1.242514005,8.710838916,0.003163236,0.015155939
HSPG2,0.778863805,7.837538213,15.39504841,8.72E-05,0.001121741
USP31,0.77814525,5.10031101,27.92631769,1.26E-07,7.51E-06
RUBCN,0.777095732,3.806821384,19.52234863,9.94E-06,0.000221807
SH2B2,0.775212313,0.384548024,9.288114289,0.002306455,0.012070293
CDC25B,0.774839077,3.618075402,22.20626617,2.45E-06,7.57E-05
UCP3,0.774375646,1.238422375,16.1779962,5.77E-05,0.000833958
ABTB2,0.774338785,2.315837441,8.441660611,0.003667212,0.016815729
CDC42EP1,0.773575653,4.587985623,9.621847531,0.001922762,0.010618218
APOL2,0.773530179,5.026880688,10.9899097,0.000916093,0.006121882
BRIP1,0.77329851,1.940442086,14.73436994,0.000123769,0.001439603
ADM2,0.772171059,1.928165428,10.05440418,0.001519842,0.008867521
CMTM3,0.770688179,3.657622222,8.383562371,0.003786296,0.017174255
PPM1J,0.770638318,1.81781155,15.27322205,9.30E-05,0.001177285
COL27A1,0.770306506,4.230298666,14.75225494,0.000122601,0.001430101
USP42,0.769349059,4.246812008,29.99568503,4.33E-08,3.15E-06
RAB30,0.768477458,3.140183701,12.54040578,0.000398246,0.003345688
FAM171A1,0.76517292,3.182124096,19.98552874,7.80E-06,0.000184414
LTBP2,0.764252719,5.058274653,9.560303594,0.001988302,0.010881235
IRF9,0.764003769,6.449496581,42.05319185,8.88E-11,1.75E-08
TGFB1I1,0.763723214,1.360500482,21.72414604,3.15E-06,9.14E-05
S100A3,0.761532274,0.910300392,10.0001795,0.00156525,0.009042265
TAP2,0.760475659,5.65122466,17.47845035,2.91E-05,0.000490053
STARD4,0.759226458,5.017396891,21.3170001,3.89E-06,0.000107636
CDHR1,0.757158666,1.652846394,14.55405265,0.000136195,0.001540881
LOC101928762,0.756914891,0.473545828,8.877908005,0.002886421,0.014197488
KCNAB3,0.756589692,-0.216439955,8.63974999,0.003289066,0.015540075
ADAMTS1,0.753079111,1.740184422,8.91893286,0.002822294,0.013981911
PPM1K,0.751997892,4.169513173,33.38874216,7.55E-09,7.64E-07
MIR1244-1,0.751653195,3.340791384,11.15073199,0.000839985,0.0057425
CXCL1,0.749361844,7.737706422,6.868309605,0.00877376,0.032271256
EPHA10,0.747279112,-0.892843918,8.750298474,0.003095514,0.014928411
GATA6,0.741276436,2.121735605,18.78892259,1.46E-05,0.000296417
ARRDC3,0.741014827,7.283158372,15.0354779,0.000105509,0.001283828
BMP1,0.739857174,5.287050525,22.21858796,2.43E-06,7.56E-05
ZMYND15,0.739806419,1.954327855,19.66096317,9.25E-06,0.000211665
TRANK1,0.739754848,5.515188741,21.54412398,3.46E-06,9.88E-05
ABCD1,0.739673765,2.171164591,13.93500224,0.000189241,0.001964274
CDKN2B,0.739650337,6.430287042,7.019714635,0.008061708,0.030324416
EFCAB8,0.739603421,0.429421183,6.396968788,0.011431538,0.03965511
SYNPO,0.738713981,5.90799391,23.32024552,1.37E-06,4.99E-05
TICRR,0.738506354,0.534675612,14.58936712,0.000133667,0.001520988
PRAG1,0.737469248,4.059768136,18.20276914,1.99E-05,0.000365137
CBFA2T3,0.736976014,1.814366743,6.097094006,0.013540437,0.044824495
CERCAM,0.736668394,3.18292078,8.646885493,0.003276209,0.015507906
ZNFX1,0.735847316,6.866076596,16.47949455,4.92E-05,0.000736241
ZBTB2,0.735257009,4.140786655,25.31187514,4.88E-07,2.19E-05
IL18BP,0.734512284,1.840633169,11.51593885,0.00069002,0.00494102
RTN4R,0.734477409,0.832285252,12.77009325,0.000352205,0.003086976
ABCC3,0.734342981,4.121725733,20.61272182,5.62E-06,0.000144619
ARHGAP22,0.733795568,0.776863792,13.62962849,0.000222644,0.00220498
NLRP1,0.733541046,4.016722543,22.09784397,2.59E-06,7.88E-05
GUCY2D,0.730726505,1.152990718,13.63264284,0.000222287,0.00220389
FAM241A,0.730372655,2.456400928,9.109816214,0.002542414,0.012978309
EMP3,0.728689511,2.270005407,7.824067954,0.005155503,0.021713602
FAM20C,0.727807953,2.601189453,12.73720198,0.000358454,0.003129583
MIR7705,0.727568958,0.950607308,8.997191616,0.002703948,0.01355751
KLF4,0.727400248,5.217716376,26.32275248,2.89E-07,1.47E-05
PRICKLE1,0.72718531,2.624651522,20.48553826,6.01E-06,0.000152077
USP30-AS1,0.726692125,-0.15097745,7.668431536,0.005619528,0.023089186
USP6NL,0.726511828,5.146244535,21.19825652,4.14E-06,0.000113361
PPP1R18,0.725788519,3.954892027,8.276390127,0.00401639,0.017971276
MYBL2,0.725117619,1.235465827,6.181309428,0.01291067,0.043382409
CCNL1,0.723803309,6.669175138,15.75421265,7.21E-05,0.000976995
C6orf62,0.723401175,6.483482239,41.14814836,1.41E-10,2.59E-08
TMOD4,0.72222169,-0.393467171,8.549135958,0.003456863,0.016119778
PIM3,0.721562767,5.763703228,25.71319768,3.96E-07,1.87E-05
PIEZO1,0.721425197,6.281157261,18.57119357,1.64E-05,0.000321291
TRPV3,0.721328737,1.224814679,7.952713818,0.004801532,0.020624259
XDH,0.721202625,4.294968016,6.049423522,0.013910838,0.045743863
NPIPB4,0.720803521,1.644939993,9.698849198,0.001843834,0.010257669
SLC7A5P2,0.71901235,0.462610152,9.415930088,0.002151084,0.011520098
EPHA2,0.718667348,7.271550794,28.46923268,9.52E-08,5.92E-06
FAM239C,0.718116519,-0.452331532,6.998479975,0.008157896,0.030590172
CCDC144A,0.717875653,2.210892982,7.242788046,0.007118636,0.027610936
LOC284454,0.716152423,2.357423332,6.677306865,0.009764805,0.035091088
SRM,0.716043682,3.745067904,16.05938864,6.14E-05,0.000870322
FZD7,0.715378133,1.146213268,16.64630408,4.50E-05,0.00068595
B4GALNT4,0.715327706,0.228710013,8.098950368,0.00442909,0.019366846
APOL1,0.715301775,6.505796977,13.32062104,0.000262503,0.00249457
MEGF6,0.713853992,4.254011649,16.25619932,5.53E-05,0.000808376
SDK2,0.713791335,3.860169603,17.7425873,2.53E-05,0.000440874
C3,0.711561094,10.33617293,6.022747677,0.014122643,0.046286163
HLA-A,0.709473876,8.350059769,13.24367012,0.000273502,0.002560574
C1R,0.709413131,3.444209168,12.18220057,0.000482477,0.003802515
NFKBIE,0.708607094,3.547984604,22.10413078,2.58E-06,7.87E-05
ZNF296,0.708455784,1.89460075,9.428797743,0.002136043,0.011467254
SEMA6A,0.708246608,2.676608444,27.28613479,1.75E-07,9.72E-06
FBLN1,0.708142957,5.701571248,11.3919049,0.000737648,0.005205728
ZSCAN12P1,0.707186113,1.634696668,6.453860321,0.011071153,0.038642607
SLC16A14,0.706352637,1.874953938,33.66462681,6.55E-09,7.04E-07
LIFR,0.706050476,4.082568943,15.84278965,6.88E-05,0.000942822
FOXD1,0.704209442,0.638720689,14.32856515,0.000153518,0.001686132
PITPNM2,0.703575799,1.835852072,20.34154632,6.48E-06,0.000160614
PLK3,0.702617482,2.636209401,13.90951844,0.000191825,0.001986674
IFNE,0.70236084,0.583509067,8.238933074,0.004100123,0.018256932
SLC35G2,0.700956825,-0.280267637,11.77240265,0.000601153,0.004428459
RMI2,0.700857715,1.427502715,31.97591812,1.56E-08,1.39E-06
LOC107985040,0.699874179,-0.067265518,9.552683349,0.001996573,0.010911377
PFKFB4,0.699634262,2.65596202,15.26597093,9.34E-05,0.001180713
IER3,0.699190525,4.869233821,10.8611786,0.000982012,0.006424977
CACNB1,0.698622475,2.584534249,10.86920959,0.000977763,0.006410453
NRG1,0.698442103,2.710897372,13.35216027,0.000258125,0.002468631
NOTCH1,0.69832262,6.616583488,16.88925666,3.96E-05,0.000619644
PARP10,0.697707421,5.752144104,19.69188277,9.10E-06,0.000208873
ZFP36,0.697160459,5.593409573,15.7721637,7.14E-05,0.000969185
CGAS,0.696947105,1.507563194,20.42497322,6.20E-06,0.000155225
DACT2,0.696895961,1.642957141,8.786961224,0.003033912,0.01471671
FLCN,0.696669305,5.073649804,26.0929014,3.25E-07,1.61E-05
APOL6,0.696423482,6.024535436,18.69935695,1.53E-05,0.000307901
ZYX,0.696121087,6.01986707,12.44748516,0.000418555,0.00345565
PPP1R15A,0.695413771,6.947105641,21.43245297,3.67E-06,0.000103002
AURKB,0.695300303,0.707056299,13.55463418,0.000231719,0.002270325
SOX4,0.693868239,6.976745707,30.37542566,3.56E-08,2.75E-06
LOC105372707,0.693855389,1.577617047,8.39643644,0.003759573,0.017092313
CREBBP,0.693287456,6.398560371,13.78717075,0.000204729,0.002083671
AGER,0.692897701,1.426826359,8.148691953,0.004309223,0.018942079
ISL2,0.692209719,-0.457032912,7.201106755,0.007285863,0.028080265
EPC1,0.691339805,5.878331928,15.98846089,6.37E-05,0.000893914
CDIP1,0.690873982,3.939709143,25.46830164,4.50E-07,2.05E-05
NPIPB5,0.690724661,6.578188458,7.673689103,0.005603178,0.023051993
LRRC75B,0.69017392,1.040367404,12.04594724,0.000519051,0.004004833
TCF7L2,0.689967665,4.43214203,19.10355381,1.24E-05,0.000260736
MYH3,0.689329991,0.929829234,12.7314245,0.000359563,0.003132339
ASAP1,0.688387574,3.90901371,11.03657274,0.000893319,0.006003861
PTPRH,0.688349668,2.460316225,6.919569853,0.008525748,0.03164473
SALL4,0.688048545,0.136550752,13.76387988,0.000207284,0.002093319
ZC3H4,0.68797617,5.268373185,28.14716308,1.12E-07,6.80E-06
VGLL3,0.687957926,2.37475169,9.392484429,0.002178767,0.01161372
SLC52A3,0.687625641,2.499706399,12.93550255,0.000322409,0.002886691
SHISAL1,0.686999378,0.217218714,7.641493275,0.005704068,0.023333345
PPP4R1L,0.686201252,1.680962259,13.00482923,0.000310689,0.002812044
ANKRD29,0.685023135,1.604526976,18.75501311,1.49E-05,0.000300961
GPRC5A,0.683380784,7.127471746,10.49563667,0.001196568,0.00741412
PKMYT1,0.6830649,0.493477086,7.296904557,0.006907351,0.026998351
SLC3A2,0.68301493,5.860408762,18.98689737,1.32E-05,0.000274247
KCNQ5,0.682087599,0.381277291,12.48236763,0.000410811,0.00341672
DLX3,0.681604093,1.081885543,14.10333987,0.000173036,0.0018416
KLHL29,0.680550824,2.938408164,20.52073487,5.90E-06,0.000149786
RASEF,0.679503145,6.089850475,14.78894316,0.000120238,0.001408709
NUDT11,0.67939234,1.033207083,7.53509301,0.006050861,0.024423027
FRMD4A,0.679191885,2.463884192,8.663161525,0.003247074,0.015414576
GOLGA8A,0.678862504,4.691824421,9.307759062,0.002281854,0.01197329
GPCPD1,0.67865932,5.250359619,27.50005174,1.57E-07,8.83E-06
WASF1,0.67757651,2.725949362,13.01825334,0.000308469,0.002796766
IRS2,0.677359887,4.161968108,17.45058799,2.95E-05,0.000495355
PKD1L1,0.677274133,1.95569408,27.60779378,1.49E-07,8.66E-06
CARMIL3,0.676735983,0.395174302,6.611025971,0.010134925,0.036108958
MELTF,0.676596851,3.45294982,6.372481842,0.011590339,0.04004765
MXD1,0.675568399,5.063558259,15.29420216,9.20E-05,0.001168398
NPIPB3,0.675380498,0.962371866,7.404418435,0.006506387,0.025923785
RRAGC,0.675348329,4.609219209,16.44072991,5.02E-05,0.000748747
LGALS3BP,0.675118881,8.302232377,14.18250415,0.000165906,0.001788614
CHST10,0.67507128,0.817589696,9.516698515,0.002036106,0.011035776
PTPRS,0.674051938,5.128189374,23.04481584,1.58E-06,5.54E-05
TGFB1,0.673722812,4.645177416,12.24942296,0.000465402,0.003716158
CPT1B,0.671877169,3.11559405,13.05107771,0.00030311,0.002755349
LINC02542,0.670943574,0.1452295,6.202885045,0.012754225,0.042996848
KLF11,0.669901289,2.877752068,20.3234768,6.54E-06,0.000161127
PPRC1,0.66980668,4.354024857,17.9186724,2.31E-05,0.000409592
LOC105377576,0.669591793,0.807974749,13.11859147,0.00029238,0.002683234
IL18R1,0.668764394,1.644577009,12.7648473,0.000353194,0.003090542
TMEM92,0.668651738,1.80143157,12.5824735,0.000389381,0.003297525
FOXE1,0.668187624,4.312801152,25.98898324,3.43E-07,1.67E-05
PLAGL1,0.668063798,2.454333113,28.56846753,9.04E-08,5.76E-06
PODXL2,0.667657092,1.284585783,9.942835617,0.001614766,0.00926078
TRIM22,0.667626538,7.41519574,18.64740172,1.57E-05,0.000313609
PLEKHA4,0.667405431,4.496881766,15.94626946,6.52E-05,0.000909217
OGDHL,0.666893911,-0.454194247,13.06186167,0.00030137,0.00274184
PLEKHH1,0.666540429,5.295849427,30.28796123,3.72E-08,2.83E-06
DLX5,0.666513969,1.002159941,11.93802511,0.000549997,0.004176279
ADCY4,0.666041892,-0.73205998,7.123364946,0.007608577,0.028949618
NEDD9,0.66527074,4.970076466,13.51304818,0.00023691,0.002304041
VEGFA,0.66492996,5.512797946,11.50509363,0.000694057,0.00495567
HLA-H,0.664380321,6.947553157,11.7726419,0.000601076,0.004428459
RNF165,0.664002285,0.77743714,9.887736599,0.001663839,0.009459566
SLC38A5,0.663757832,3.966164476,9.229454993,0.002381525,0.012344724
LAMB3,0.662196811,7.85093533,20.04327524,7.57E-06,0.000180627
ADAMTS17,0.662108109,0.934231779,12.01907613,0.000526588,0.004053085
RHBDF2,0.661252753,4.658821564,18.26944264,1.92E-05,0.000354866
ARAP2,0.660809416,6.595126245,13.97003091,0.000185748,0.001937717
SHB,0.660318029,4.702319573,12.99767708,0.000311878,0.002817961
CXCL16,0.660217431,6.167193626,12.27049431,0.000460176,0.003689353
TRAF1,0.660083273,2.045719809,19.5651802,9.72E-06,0.000218018
UPP1,0.659989843,2.46155914,13.1434308,0.000288529,0.002661815
PID1,0.659948409,1.893064031,16.26248523,5.51E-05,0.000806445
OTOP3,0.659518384,-0.827676561,6.004545322,0.014269071,0.046649907
ARHGAP17,0.659505037,4.487863017,11.18408378,0.00082502,0.005665153
TRIM5,0.658649482,4.90935426,20.21802998,6.91E-06,0.000168677
HLA-G,0.657892468,4.547951576,10.71656184,0.001061808,0.006786805
LOC389641,0.657384177,0.236458692,15.55015628,8.03E-05,0.001053086
PRRX2,0.657354519,2.104239632,9.582883886,0.001963997,0.010789344
ZNF286B,0.65675606,0.983092747,12.33696128,0.000444077,0.003606045
KIF18B,0.656451726,0.950154618,9.604587077,0.001940919,0.010699783
TSHZ3,0.65517581,2.748347925,26.76718503,2.30E-07,1.22E-05
EHD2,0.654162968,5.698911978,9.999049291,0.001566211,0.009044508
IGFBP6,0.65364007,3.453386636,6.868570944,0.008772477,0.032271256
FGFR1,0.65287106,2.68476799,17.44691018,2.95E-05,0.000495355
DCBLD1,0.65213019,4.797647769,14.88909908,0.00011402,0.001349948
CYLD,0.652047839,6.260480386,19.43068555,1.04E-05,0.000228198
MIR10399,0.651306364,0.559414427,13.67840781,0.000216934,0.002164411
DIP2C,0.650972556,2.711847617,25.31675184,4.86E-07,2.19E-05
OAF,0.650478201,3.120630989,26.28862371,2.94E-07,1.48E-05
FMNL1,0.65046215,0.504881652,11.241092,0.000800061,0.005530048
MFSD2B,0.649755341,-0.322457394,6.819653118,0.009016008,0.032930239
ARTN,0.649550317,1.63371017,11.28619159,0.000780857,0.005444969
TNS4,0.648945622,5.838826596,11.18734044,0.000823573,0.0056579
SMTN,0.648512678,3.286840934,11.88592784,0.000565596,0.004261942
BICRA,0.648417602,3.07437125,18.19894227,1.99E-05,0.000365446
ZNF628,0.647582599,1.62442157,14.64158932,0.000130014,0.001493406
ETV4,0.647430968,1.510870293,7.275873378,0.00698869,0.027220561
SOX6,0.646991133,1.715092757,13.02931869,0.000306652,0.002783485
MIR614,0.646742983,0.46414719,7.649412111,0.005679083,0.023297514
TRIM21,0.645915214,4.864816939,12.17545795,0.000484224,0.00381287
CNP,0.645521889,5.855410984,16.00244038,6.33E-05,0.000888917
LTBP4,0.645287935,6.073189569,14.42952151,0.000145503,0.001620712
AGO2,0.645015776,5.848619449,13.55223054,0.000232016,0.002271825
TAPBP,0.645008873,6.587106474,13.98013318,0.000184753,0.001929882
FMNL3,0.644748638,1.642230689,10.17819419,0.001421113,0.008460255
DENND5A,0.644683845,4.597793239,24.87313657,6.12E-07,2.59E-05
FSCN1,0.644552431,5.098658489,13.32304467,0.000262164,0.002492848
PLEKHN1,0.643738627,3.153856624,10.08742624,0.001492845,0.008752038
LTB4R,0.643566463,4.993048721,8.989215091,0.002715776,0.013595236
TIMP2,0.64317637,5.008600363,7.26420536,0.007034239,0.027369426
RSKR,0.643031857,0.921191353,14.73835578,0.000123508,0.001439603
FAM189A2,0.642581588,1.758951867,18.92924592,1.36E-05,0.000280838
TEAD4,0.641920286,1.360505835,30.54705483,3.26E-08,2.60E-06
SPRED1,0.641664328,4.15634063,16.28245676,5.46E-05,0.000800956
VEGFC,0.641537784,2.672964149,9.896918369,0.001655558,0.009429455
H3P4,0.641183064,0.883757818,8.348031785,0.003861054,0.017448206
ZNF543,0.640735635,2.023978287,20.77894961,5.15E-06,0.000134619
LOC102723814,0.640644856,-0.70823848,6.572270593,0.010357972,0.036770918
BCL10,0.640353914,4.552312453,29.27277161,6.29E-08,4.26E-06
TFAP2A,0.639433929,4.730969431,11.22382582,0.000807538,0.005574416
GPSM1,0.638575385,1.84549303,9.081245734,0.002582441,0.013127476
FBN2,0.637363965,2.617726512,11.31232352,0.000769944,0.0053879
CX3CL1,0.636549616,6.72420632,15.71895333,7.35E-05,0.000989469
HIVEP3,0.636252547,2.350244901,17.27350919,3.24E-05,0.000530842
MFGE8,0.636029178,5.623524031,7.875265638,0.005011551,0.021283258
PTCH1,0.635775652,3.637170976,16.84833729,4.05E-05,0.000630651
LAMB1,0.635521272,6.202567543,18.50602753,1.69E-05,0.00032822
QKI,0.634482741,4.870720484,17.6753494,2.62E-05,0.000452244
LRP4,0.633711458,2.979015343,14.93014218,0.000111566,0.001329868
MSANTD2,0.633181602,3.503779866,12.83257839,0.000340636,0.003014009
HK2,0.633007852,5.438246776,15.77630749,7.13E-05,0.000968975
SLC7A5,0.632629498,5.001166181,11.41239042,0.000729559,0.00516248
C1QTNF12,0.63231366,0.909100984,6.906632943,0.008587656,0.031785841
IRF1-AS1,0.632120179,0.662957633,10.99374832,0.000914197,0.006115558
CCND1,0.63191342,7.924931042,22.99983164,1.62E-06,5.65E-05
LOC100128288,0.631356519,0.496419102,12.38619324,0.00043252,0.003539494
