Gene,logFC,logCPM,LR,PValue,FDR
CLCF1,0.873448077,1.9503604,12.74343671,0.000357261,0.001801919
KLK10,0.872948538,5.652345915,23.21830015,1.45E-06,2.29E-05
CAPN15,0.871969293,4.68960167,55.22420518,1.08E-13,3.13E-11
FBN2,0.871772045,2.615853432,7.544603865,6.02E-03,0.017794501
TBX1,0.870959575,3.188956829,21.46163695,3.61E-06,4.71E-05
TIMP2,0.870775505,5.476362962,16.62124602,4.56E-05,0.000345671
C15orf39,0.869248843,5.08678772,17.3097159,3.18E-05,2.58E-04
CLASRP,0.867164661,3.969558519,32.10603695,1.46E-08,5.73E-07
RIPOR1,0.866546244,4.442284006,40.98528858,1.53E-10,1.32E-08
LSR,0.86633489,6.386912395,21.17141785,4.20E-06,5.29E-05
MDK,0.865717521,6.862256881,10.9455594,0.000938282,0.003945222
PLSCR1,0.865222497,6.490655028,8.324229397,3.91E-03,1.24E-02
N4BP1,0.864885032,6.064314222,18.40069791,1.79E-05,1.66E-04
PTPN14,0.864159829,5.466896728,31.3404599,2.17E-08,7.81E-07
PLAGL1,0.864029381,2.287314065,19.19421969,1.18E-05,0.000118588
RMI2,0.863736134,1.331287156,19.14625331,1.21E-05,1.21E-04
TMEM106A,0.863573754,1.80515026,10.34296217,0.001299693,0.005130884
KCNS1,0.863531846,0.426299166,7.171743034,0.007406078,0.02107101
MAMDC4,0.863398756,1.940726284,10.13681501,0.001453371,0.005608103
ATP11A,0.862096365,5.096880102,42.56357983,6.84E-11,6.67E-09
KSR1,0.862080934,4.056094696,37.76964275,7.96E-10,5.30E-08
LGALS9C,0.861454792,2.714828558,20.56180489,5.77E-06,6.75E-05
KIF21B,0.861410863,0.728391563,13.8286051,0.000200264,0.001134629
BCAR1,0.861297681,5.852865247,34.39730166,4.49E-09,2.20E-07
CERCAM,0.861203958,3.196261905,33.4472144,7.32E-09,3.27E-07
LOC729737,0.861167091,2.322863443,15.3191332,9.08E-05,0.000595667
GOLGA8A,0.861060293,4.592343906,8.537911724,0.003478245,0.011304482
RDH13,0.859909031,4.01779156,39.79956915,2.81E-10,2.19E-08
DAB2IP,0.859748402,6.244704313,31.73839078,1.76E-08,6.73E-07
FBRSL1,0.857953787,4.226799001,56.57019252,5.42E-14,1.71E-11
FAM83H,0.85791058,6.540881392,30.80383203,2.85E-08,9.67E-07
ARAP3,0.857821675,4.251533459,33.48701233,7.17E-09,3.24E-07
LOC284454,0.857437969,2.199995863,10.01399917,0.001553548,0.005927167
FGD1,0.857184436,1.879374784,21.88437406,2.90E-06,3.96E-05
SH3BP1,0.85691751,4.665878179,32.43503377,1.23E-08,5.04E-07
LOC105377576,0.856902385,0.726233835,13.01680462,0.000308708,0.001606427
MIR6732,0.856682954,0.934416623,8.23832519,0.004101496,0.012959493
FST,0.856294513,3.327401064,10.04498782,0.00152763,0.005843031
SLC6A8,0.856284274,4.588108941,34.7552314,3.74E-09,1.89E-07
SCO2,0.856216096,4.909442385,26.62585435,2.47E-07,5.64E-06
MAPK12,0.85530523,0.995519557,8.149003337,0.004308483,0.013472701
IGFBP6,0.854845884,2.352877283,9.71140959,0.001831275,0.006752828
ESPL1,0.854671081,1.826325421,17.65764944,2.64E-05,2.24E-04
CREB3L1,0.854501385,4.765219718,48.67346856,3.02E-12,4.81E-10
ZCCHC2,0.854404756,4.724794229,14.85327708,1.16E-04,7.26E-04
TGM2,0.853490733,6.738748313,7.76006122,5.34E-03,1.61E-02
TENM4,0.853241543,5.094291702,33.05988237,8.94E-09,3.83E-07
LMF2,0.85189164,5.286698242,38.70529961,4.93E-10,3.58E-08
CCNF,0.851827643,1.889965677,22.30132512,2.33E-06,3.34E-05
CDR2L,0.851698334,3.477138121,13.55948032,0.000231121,0.001270715
SIN3B,0.851286613,4.969389928,52.25094742,4.88E-13,1.01E-10
DOK7,0.850909085,0.596912415,6.909850885,0.008572214,0.023723469
TBC1D3G,0.850790055,1.578991385,10.36521225,0.001284121,0.00507604
LOC112268437,0.850041448,2.933544389,25.99810239,3.42E-07,7.33E-06
CAD,0.849965993,4.755040182,56.10527997,6.87E-14,2.08E-11
PHLDA1,0.849944153,5.308231765,15.65918659,7.58E-05,5.17E-04
PODXL2,0.84919297,2.298583807,8.360036364,0.003835629,0.012252613
PPM1K,0.849130381,4.063316542,7.994571444,4.69E-03,0.014447128
FLCN,0.848832129,5.231922289,18.57401478,1.63E-05,0.000154115
ERN1,0.848612568,3.820086524,22.68315812,1.91E-06,2.86E-05
CPT1B,0.847815229,2.925186961,16.95480462,3.83E-05,2.99E-04
MRTFA,0.846939583,4.346114067,39.87850339,2.70E-10,2.12E-08
THSD1,0.846460335,3.422394587,13.31869764,0.000262773,0.001405545
ZNF783,0.8461879,2.91652283,31.56547031,1.93E-08,7.18E-07
PPP4R1L,0.845980306,1.868544692,7.597165918,5.85E-03,1.74E-02
KRT6B,0.845818994,6.342811364,6.005629946,0.014260302,0.035848781
SERPINE1,0.845111276,5.704958194,15.47614899,8.36E-05,5.58E-04
BCAM,0.844537348,6.577124924,12.91786761,0.00032546,0.001673354
KLF15,0.844360003,0.737345036,8.679001739,3.22E-03,0.01060549
CCDC120,0.844333675,4.09843232,32.88132411,9.80E-09,4.10E-07
RHBDF2,0.844191492,5.040278172,45.52792362,1.50E-11,1.76E-09
LY6G5B,0.84378767,0.878126599,9.872964969,1.68E-03,0.006278551
SLC47A1,0.842940516,1.222023473,10.75285602,0.001041185,0.004296125
PRICKLE4,0.842549651,3.6960465,25.94642122,3.51E-07,7.45E-06
POM121,0.842390816,5.57618446,31.62861308,1.87E-08,7.07E-07
BMP2,0.84224971,2.150000638,6.297701864,0.01208946,0.031286472
SKI,0.841816027,4.975493471,47.58201952,5.28E-12,7.59E-10
TNIP1,0.841467138,6.920374855,17.47505532,2.91E-05,0.000241642
PLXNA1,0.841407411,7.158323101,25.42618027,4.60E-07,9.31E-06
ZBTB2,0.8413653,4.093327637,9.668220266,0.001874828,0.006878726
RLF,0.840867894,5.396355539,9.794458088,0.001750386,0.006502539
ARHGAP17,0.840537663,4.67073588,17.19482944,3.37E-05,2.70E-04
MARK2,0.840346843,5.747178361,28.04895389,1.18E-07,3.12E-06
KMT2B,0.840219364,5.155453028,48.91483423,2.67E-12,4.34E-10
RAI1,0.839903635,6.107257849,44.77017075,2.22E-11,2.53E-09
ZFPM1,0.83944103,1.233951715,10.20387839,0.001401456,0.005445088
PTK2B,0.839105519,5.95759464,18.82738224,1.43E-05,0.000138481
ZNF335,0.838577556,4.248559256,53.58242755,2.48E-13,5.95E-11
TAF4B,0.83719375,2.576863862,5.577338705,0.01819435,0.043675687
DHX34,0.835241301,3.666481013,29.44737349,5.75E-08,1.72E-06
ZNF274,0.834867109,4.444734626,24.71466779,6.65E-07,1.25E-05
CAMSAP3,0.834075354,4.134992975,34.88585025,3.50E-09,1.79E-07
FOSL2,0.833725523,6.842026961,16.16809017,5.80E-05,4.18E-04
FOXJ2,0.833472156,3.956661039,20.86948092,4.92E-06,5.98E-05
ITGB4,0.833003118,8.486111112,28.57514334,9.01E-08,2.49E-06
ZDHHC14,0.83210364,2.109984547,8.298335623,0.003968143,0.012590774
CCDC85B,0.832056663,1.702345945,23.0353331,1.59E-06,2.47E-05
LTB4R2,0.831689197,2.990733045,16.98553348,3.77E-05,2.95E-04
AGAP5,0.830936785,0.761316887,14.24142461,0.000160792,0.000947575
ZMYND15,0.830701011,2.136224647,19.19192296,1.18E-05,1.19E-04
CCNJL,0.830292958,2.184938903,14.90951233,1.13E-04,7.09E-04
ZC3H3,0.830219931,3.431273981,18.8529778,1.41E-05,1.37E-04
FLNB,0.83010215,8.099905823,11.90037039,0.000561228,0.002587084
FOXK1,0.829985203,5.013276294,48.22467943,3.80E-12,5.86E-10
SLC19A1,0.829737028,1.046433885,11.66151773,0.000638063,0.002856072
NR6A1,0.829450106,2.607042744,20.70801846,5.35E-06,6.38E-05
ZNF579,0.829126392,2.217744263,28.022298,1.20E-07,3.16E-06
PCDHGC3,0.828326678,5.428179297,31.07225318,2.49E-08,8.67E-07
PLK3,0.828072851,3.016332944,19.78104388,8.68E-06,9.32E-05
AFG3L1P,0.827250656,2.905078114,32.00293626,1.54E-08,6.00E-07
SYVN1,0.827225319,4.767594042,40.40636845,2.06E-10,1.68E-08
ZNF703,0.82632825,5.39473552,43.7134224,3.80E-11,3.99E-09
EVC,0.826211905,4.666203911,49.12996181,2.40E-12,3.94E-10
RIN3,0.825919556,2.457407886,9.250417813,0.002354417,0.008230659
SCD,0.82591715,7.721878674,17.713099,2.57E-05,2.19E-04
FMNL3,0.825873104,2.045711133,23.91976264,1.00E-06,1.73E-05
PDP1,0.825748616,5.973474712,11.25415645,0.000794449,0.003432093
SOGA1,0.825715698,5.364287049,54.8400292,1.31E-13,3.53E-11
IRF1-AS1,0.82564826,0.97152097,8.94188454,0.00278705,0.009420629
NFKBID,0.825502295,1.177582178,17.15994344,3.44E-05,0.000273942
RNF44,0.825265341,5.116340179,44.51335009,2.53E-11,2.81E-09
SRM,0.825192816,3.554269323,25.54349763,4.33E-07,8.82E-06
JUP,0.825066154,8.384390111,17.9951292,2.21E-05,1.96E-04
CNKSR3,0.824139963,3.677917902,10.10772705,0.001476489,0.005683375
PDE10A,0.823776052,1.677499908,13.83310897,0.000199785,0.001132337
BMS1P4-AGAP5,0.822916534,2.004202852,15.93325228,6.56E-05,4.62E-04
MGAT3,0.821995496,4.325083242,5.322019682,0.021057591,0.049097669
ZNF827,0.821853377,4.940733032,43.89705051,3.46E-11,3.74E-09
ZNRF3,0.820855188,2.868378856,19.54025719,9.85E-06,0.000103443
PATL2,0.820141856,1.829942941,8.36744568,0.003820022,0.012205337
MMP15,0.819962668,5.34957065,28.13195599,1.13E-07,3.01E-06
SLC8B1,0.819040107,4.470652947,23.75926615,1.09E-06,1.84E-05
SLC38A5,0.818652069,4.188416408,23.65726789,1.15E-06,1.92E-05
LOC102724814,0.818501762,2.263071972,14.55621071,0.000136039,0.000825521
DENND5A,0.818216002,4.723822899,18.0020163,2.21E-05,0.0001961
LOC102724851,0.816859489,2.017043322,7.052784124,0.007914215,0.022228032
EBF4,0.816799819,3.064651164,23.44557937,1.28E-06,2.08E-05
LPIN3,0.816553966,4.386040386,27.21283304,1.82E-07,4.51E-06
SPINT1,0.81631711,7.3774988,20.93015413,4.76E-06,5.83E-05
LRRC8A,0.816205214,6.978539029,19.7562164,8.80E-06,9.42E-05
IDUA,0.816060371,2.949805892,22.52526176,2.07E-06,3.05E-05
ARRDC2,0.815704257,4.228937699,13.46363502,0.000243232,0.001320796
OTX1,0.814971887,4.950431233,47.40548459,5.77E-12,8.23E-10
SF3A2,0.814953935,4.22746983,30.32916438,3.65E-08,1.17E-06
NBPF10,0.814598172,4.362710338,29.27321817,6.29E-08,1.84E-06
ADCY7,0.814421016,3.110858199,6.829044009,0.008968726,0.024616587
USP31,0.813974654,5.346802331,13.57687579,0.000228989,0.001263284
MYD88,0.813469886,6.14499909,7.158027803,0.007462921,0.02121277
ZFP36L2,0.812711386,5.621563571,25.28839735,4.94E-07,9.79E-06
GOLGA8B,0.811940526,6.061041638,11.74638756,0.000609614,0.002757311
FGFR1,0.811236152,2.905138289,15.07521966,1.03E-04,6.61E-04
TAF1C,0.811084291,4.228614124,26.76049919,2.30E-07,5.37E-06
SLC37A1,0.810994909,6.060601724,20.81349667,5.06E-06,6.11E-05
RBMS2,0.810912197,5.907017486,15.57256331,7.94E-05,5.37E-04
SOX4,0.810549397,7.058872401,14.20734766,0.00016373,0.000961142
EVPL,0.809887444,6.470222923,19.60718845,9.51E-06,0.000100538
KRT6C,0.809227479,6.360678148,9.272139408,0.002326658,0.008161931
CLUH,0.809114539,5.932901455,18.45265741,1.74E-05,1.62E-04
CDIP1,0.808874329,4.02896981,35.70041882,2.30E-09,1.26E-07
TAPBP,0.808548498,6.522515881,26.85801825,2.19E-07,5.16E-06
TLE4,0.808455446,5.086288897,20.56113676,5.78E-06,6.75E-05
HLA-A,0.808291753,8.83610906,9.033469531,0.002650809,0.00906963
MIR4260,0.807548731,1.232588036,12.7131792,0.000363088,0.0018234
KMT2C,0.806159171,6.499640453,36.95041476,1.21E-09,7.53E-08
COL12A1,0.805680286,4.75923487,8.970133671,0.002744285,0.009315656
PALM,0.805652378,3.880657411,27.39105331,1.66E-07,4.18E-06
RYR1,0.804553455,3.271740168,30.04431296,4.22E-08,1.31E-06
GLIS2,0.803774966,3.036030175,27.63165898,1.47E-07,3.76E-06
ZNF74,0.803453497,2.739958837,28.57307354,9.02E-08,2.49E-06
OAF,0.803210597,3.243977714,21.01109808,4.57E-06,5.65E-05
IGSF9,0.802776849,4.14323702,26.26623346,2.97E-07,6.54E-06
SCAF4,0.802303022,4.5764874,38.92735592,4.40E-10,3.26E-08
CCDC144B,0.801942959,1.732428385,18.81820372,1.44E-05,0.000138796
SPRY1,0.801786153,4.046228697,15.91655832,6.62E-05,4.65E-04
AGAP4,0.800318203,0.458597406,9.766606423,0.001777102,0.006587922
C1RL-AS1,0.800059518,1.794515955,14.49062171,0.000140859,0.000850669
PLXNB3,0.799738969,3.125256699,25.29149666,4.93E-07,9.79E-06
PLK1,0.799264198,1.959837576,20.46755655,6.07E-06,7.02E-05
TMC7,0.799141028,2.51657461,6.588653723,0.010263076,0.027332038
RSKR,0.797588034,0.946979485,7.998061249,0.004682746,0.014425187
PLCG1,0.797442375,4.95559015,35.93419324,2.04E-09,1.15E-07
MIR4687,0.797374903,0.993628847,10.52946783,0.00117486,0.004725702
IGF2,0.797202728,0.678303412,6.243780981,0.012463013,0.032022931
NPIPB11,0.797063528,0.710838925,8.471120979,0.00360829,0.011654299
LTBP3,0.796106908,5.085822766,50.85855462,9.93E-13,1.85E-10
TNS2,0.795805978,3.029103986,22.07560458,2.62E-06,3.67E-05
MED26,0.795795348,2.992121122,19.2420261,1.15E-05,1.16E-04
PLOD3,0.79522415,4.072857596,20.48953264,6.00E-06,6.95E-05
RIMS3,0.794892337,1.506678885,14.23695141,0.000161174,0.000949459
REXO1,0.794648733,4.257815728,30.41222718,3.49E-08,1.13E-06
CNN2,0.794281265,6.818216137,26.15048489,3.16E-07,6.86E-06
FOXP4,0.794100746,4.359362071,48.8939944,2.70E-12,4.34E-10
NPIPB5,0.793996685,6.124189144,27.26523601,1.77E-07,4.42E-06
PLEKHG3,0.793772502,5.563703923,45.62612519,1.43E-11,1.70E-09
INS-IGF2,0.793274957,0.614283517,6.129681649,0.013293081,0.033896458
MICALL1,0.793064158,6.127374946,31.37575514,2.13E-08,7.71E-07
PLXNA2,0.792791409,5.37680268,29.24273285,6.39E-08,1.87E-06
HLA-G,0.792775285,5.204914622,9.02126215,0.002668571,0.009119597
KIF26B,0.792119071,2.352976284,17.86165208,2.38E-05,0.000205786
EXOC3L4,0.792074073,1.213336142,8.521676413,0.003509411,0.011381303
HLA-H,0.791902148,7.586162241,8.945362436,0.002781749,0.009413234
NEDD9,0.791692105,5.190818427,12.56340203,0.000393375,0.001952152
APOL6,0.791347975,6.415320639,7.6495722,0.005678579,0.01697062
HLA-B,0.791090013,9.484505286,10.69283692,0.001075512,0.00441658
RASSF10,0.790276498,2.449522185,20.67012312,5.46E-06,6.48E-05
LOC112268114,0.789829872,1.355400608,6.277389128,0.012228814,0.031560653
CARD10,0.78934938,3.972035145,32.47972526,1.20E-08,4.95E-07
FZD5,0.789294898,3.822983898,21.77625387,3.06E-06,4.13E-05
PRRC2A,0.789119715,7.239723945,20.63151694,5.57E-06,6.57E-05
SCRIB,0.788335154,5.812269824,41.74355016,1.04E-10,9.53E-09
HEYL,0.788041526,0.857436408,6.739743241,0.009428819,0.025629569
MYO18A,0.787903095,5.757480963,21.79895164,3.03E-06,4.10E-05
MAP3K9,0.787887717,5.204067985,46.00288494,1.18E-11,1.46E-09
FNDC10,0.787633281,1.710715172,20.71855823,5.32E-06,6.35E-05
NAV1,0.787564834,4.668404847,36.57593518,1.47E-09,8.77E-08
TRIM47,0.787032221,3.691408094,22.12433979,2.56E-06,3.60E-05
BCORL1,0.785819101,2.980831226,23.49487022,1.25E-06,2.05E-05
CHD2,0.785707145,7.266322166,12.2425307,0.000467124,0.002238761
MSANTD2,0.785497742,3.518610261,17.87869382,2.35E-05,2.05E-04
GMIP,0.785349585,3.306755934,21.42747352,3.67E-06,4.76E-05
NEDD4,0.785254182,4.793682394,8.910990566,0.002834595,0.009549305
OSMR,0.783481173,6.011405254,31.18123276,2.35E-08,8.32E-07
BAHCC1,0.783141225,3.904121384,41.93746392,9.42E-11,8.69E-09
SLC3A2,0.783137978,6.129620238,11.90644522,0.000559401,0.002581297
TNFRSF10A,0.782993972,4.385493299,16.44957379,5.00E-05,0.000372559
LARP1,0.782819979,7.182291392,17.1272198,3.50E-05,2.78E-04
TTC28,0.782706252,3.100666986,21.65475187,3.26E-06,4.36E-05
MAP1S,0.782632255,3.843290195,20.69028892,5.40E-06,6.43E-05
MAST3,0.782537815,3.242678698,15.20540936,9.64E-05,6.23E-04
DPP9,0.7818645,4.876787884,24.45173062,7.62E-07,1.39E-05
CD276,0.781548133,5.463581562,30.69792515,3.01E-08,1.01E-06
PADI1,0.781204741,2.736901355,6.437606208,0.011172911,0.029356809
SLC9A3-AS1,0.781065608,4.726170728,13.12563635,0.000291282,0.001533087
DAGLA,0.779869948,4.022398221,30.34229007,3.62E-08,1.16E-06
HPCAL1,0.779442232,2.683780806,16.34238465,5.29E-05,3.89E-04
ZBTB20,0.779103107,3.956665096,30.875715,2.75E-08,9.43E-07
H2BC18,0.778898655,2.438487306,11.85390112,0.000575407,0.002633318
DUSP7,0.778461266,4.284296721,30.0721323,4.16E-08,1.30E-06
ZNF317,0.778057501,4.708375725,20.16274829,7.11E-06,7.95E-05
NFIX,0.777798633,5.004857872,29.60507037,5.30E-08,1.60E-06
MAPK11,0.777506705,2.594141806,16.22945022,5.61E-05,4.08E-04
SMTN,0.777321652,3.475742764,18.97834213,1.32E-05,0.000129857
KIAA0895L,0.777185607,3.416010418,20.13949199,7.20E-06,8.03E-05
TMEM132A,0.776891164,6.190406611,30.58747271,3.19E-08,1.05E-06
ADAT3,0.776372135,1.115784994,10.36928569,0.001281291,0.005068829
SIDT1,0.776361751,4.211120282,10.5184777,0.001181868,0.004748835
CASZ1,0.776285625,6.033075573,14.77404677,1.21E-04,7.52E-04
SOX7,0.776242332,3.0110275,15.99950402,6.34E-05,4.48E-04
NCOA6,0.775932927,5.758319601,26.92106337,2.12E-07,5.06E-06
LHX4-AS1,0.775829888,1.591801794,7.15401554,0.007479634,0.021256278
DUSP6,0.774667634,5.438532589,8.141856848,4.33E-03,0.013514718
MIR6854,0.774660781,0.075282875,7.722407089,5.45E-03,1.64E-02
GPC1,0.773978775,6.57813612,24.91348932,6.00E-07,1.16E-05
KRT6A,0.773455215,8.895948772,6.912172098,0.008561093,0.02370137
SREBF1,0.773163181,7.015056604,27.66668752,1.44E-07,3.71E-06
NBPF19,0.77263193,7.521426516,21.05591244,4.46E-06,5.55E-05
NOD1,0.772555989,2.736982839,11.51963797,0.000688648,0.003046416
NBPF14,0.77230438,4.79900223,33.98733006,5.55E-09,2.64E-07
LOC652276,0.772006977,2.281506803,16.66834243,4.45E-05,3.39E-04
VGLL3,0.771591326,2.394482138,16.95742727,3.82E-05,2.99E-04
ADAMTSL5,0.771575332,3.293801573,26.12314889,3.20E-07,6.94E-06
MAML1,0.771114075,5.089434677,17.3275983,3.15E-05,2.56E-04
NBEAL2,0.771078936,6.728539663,16.19390072,5.72E-05,0.000413739
INF2,0.770564526,5.58999895,29.21976943,6.46E-08,1.88E-06
GLI3,0.770472589,3.959022588,11.30987602,0.000770959,0.003349761
MAP7D1,0.77016242,5.776469202,23.86908783,1.03E-06,1.77E-05
SEC16B,0.769875182,3.159450729,5.288112045,0.021471485,0.049851961
HCP5,0.769517103,4.976234785,6.880150947,0.00871582,0.024054836
ZMIZ1,0.769345392,5.626345272,45.95917444,1.21E-11,1.48E-09
RASEF,0.769292776,6.031473408,6.539173806,0.010552435,0.027963604
EXT1,0.769049946,5.296040509,22.61277638,1.98E-06,2.94E-05
SMCR8,0.768227273,5.375931542,28.53279459,9.21E-08,2.54E-06
PTPN23,0.768155745,5.189344461,26.23630442,3.02E-07,6.60E-06
MAFB,0.767676053,3.27927694,17.78516163,2.47E-05,2.12E-04
PLEKHM1P1,0.767651945,3.623332455,28.4188226,9.77E-08,2.66E-06
ADAT2,0.767511088,2.640829756,15.93020754,6.57E-05,4.62E-04
PIP5K1C,0.767275013,4.88231097,36.83354132,1.29E-09,7.87E-08
LTBP2,0.767252122,5.534366052,28.98157229,7.31E-08,2.08E-06
LOC389906,0.766997114,1.581094412,19.1609042,1.20E-05,0.000120197
ZC3HAV1,0.766606779,6.140329577,19.87132817,8.28E-06,9.01E-05
RBCK1,0.765627759,5.761128598,18.26962383,1.92E-05,1.75E-04
SCARB1,0.765585422,4.070615783,26.90041931,2.14E-07,5.10E-06
SSH1,0.765222165,5.262108053,38.32211867,6.00E-10,4.22E-08
LINC01061,0.76518512,1.89225078,9.25165875,0.002352822,0.008226986
DYRK1A,0.76468777,6.252558837,17.86705661,2.37E-05,2.05E-04
BCL11B,0.764540057,2.649194469,19.51018204,1.00E-05,1.05E-04
ETV5,0.764466574,1.964273176,8.794403545,0.00302156,0.01007809
SOX6,0.764401309,2.138900124,7.025005323,0.008037923,0.02251691
CDKN2B,0.76405794,6.674816203,12.00996024,0.00052917,0.00247166
MAST4,0.76397424,6.19578681,31.41909744,2.08E-08,7.57E-07
LOC101060179,0.763173195,2.416939731,22.25832257,2.38E-06,3.39E-05
FYB1,0.763167377,4.829582882,5.420039761,0.019906907,0.046929632
BCL2,0.762963977,2.405556146,11.7223637,0.000617535,0.002788962
BAZ2A,0.762741737,6.500763547,18.20188571,1.99E-05,0.000179891
GPR153,0.762736222,4.07489295,30.47799782,3.38E-08,1.10E-06
TMEM184B,0.762721707,5.882808686,29.37543118,5.96E-08,1.77E-06
KRT7,0.762270372,8.501950824,9.532085231,0.002019106,0.007291413
GATAD2B,0.761767787,4.525140559,44.7431629,2.25E-11,2.53E-09
PVRIG2P,0.761630384,4.176513646,18.19369836,2.00E-05,0.000180396
ZNF710,0.761628608,4.442923431,18.98905749,1.31E-05,0.000129382
KLF16,0.761560929,3.450116817,16.68958827,4.40E-05,3.36E-04
ZNF213,0.761340144,3.146571739,17.51106014,2.86E-05,2.38E-04
SOX12,0.761167161,2.873365279,23.85491558,1.04E-06,1.78E-05
WWC2,0.761030789,4.014511376,12.21311859,0.000474546,0.002267144
LOC105376095,0.760556545,0.516211753,9.111175439,0.002540526,0.008750056
ARHGEF10,0.760528175,3.634086046,16.7765236,4.21E-05,3.24E-04
WDR81,0.760488274,4.817369787,25.84507256,3.70E-07,7.81E-06
TAF4,0.760040952,3.45789785,31.41990545,2.08E-08,7.57E-07
LOC101928451,0.759649993,3.341841904,17.92320476,2.30E-05,2.01E-04
SMG1P1,0.75898791,5.376069612,32.34648616,1.29E-08,5.20E-07
MYO1C,0.758975603,6.400655236,30.13841016,4.02E-08,1.26E-06
CYP4F3,0.758872413,3.884069489,31.83561905,1.68E-08,6.44E-07
HS3ST1,0.757785677,4.556666548,21.88900988,2.89E-06,3.96E-05
BIRC3,0.757514736,6.879842615,7.688585757,5.56E-03,0.016666937
JAG1,0.757219634,7.223446165,19.3488716,1.09E-05,1.12E-04
PTGER4,0.756799942,3.196321693,15.69240556,7.45E-05,0.000509492
E2F2,0.756435042,1.165925258,11.87333752,0.000569433,0.002613757
UPP1,0.756430083,2.641398396,18.29307702,1.89E-05,0.000173403
ATXN2L,0.75629701,6.010794782,38.1395313,6.59E-10,4.50E-08
AHDC1,0.756027607,5.071224436,29.33794984,6.08E-08,1.79E-06
POM121C,0.75522365,4.010870879,38.8539524,4.57E-10,3.37E-08
FBXO46,0.754731405,3.426652115,33.63426193,6.65E-09,3.07E-07
SMG1,0.753820212,7.041571894,26.49381234,2.64E-07,5.96E-06
CHPF,0.753713518,5.803982597,31.90794029,1.62E-08,6.25E-07
LINC00999,0.753585843,2.036513478,11.60745697,0.000656879,0.002926432
VWDE,0.753383144,1.374544043,12.32515307,0.000446895,0.002156855
NOTCH2NLR,0.753065547,2.136536805,14.18386369,0.000165786,0.000968677
HDX,0.752699797,1.938665695,6.970583668,0.008286047,0.023075144
ERRFI1,0.751980371,5.837053466,18.19529902,1.99E-05,0.000180352
SAP130,0.751735076,4.169162467,17.39992696,3.03E-05,2.49E-04
ANGPTL2,0.751728268,0.839289577,10.86268901,0.000981211,0.004093842
ZNF319,0.751669673,3.500617923,26.37010351,2.82E-07,6.27E-06
MYH9,0.751511106,9.075868838,22.29157757,2.34E-06,3.35E-05
PLCB3,0.751458257,4.85334154,38.63252053,5.12E-10,3.68E-08
FAM189B,0.751415713,3.811598189,21.29355887,3.94E-06,5.04E-05
ZFYVE26,0.751060835,5.503046407,7.318702253,0.006824067,0.019693127
CAMTA2,0.75054792,4.435246795,22.23225824,2.42E-06,3.43E-05
AP3D1,0.750008838,6.63442319,21.76295529,3.08E-06,4.15E-05
ARHGAP27,0.74998623,5.36151767,7.633373318,0.005729804,0.017088845
NT5DC3,0.74994752,3.222930831,23.81302006,1.06E-06,1.81E-05
FAM122C,0.749650179,1.171931001,14.75988541,1.22E-04,7.55E-04
MAPK7,0.749538976,3.075807803,19.62793075,9.41E-06,9.97E-05
POTEI,0.749304885,2.233561,17.39436158,3.04E-05,2.49E-04
LOC389641,0.747813996,0.529920616,6.724435115,0.009510085,0.025771681
QKI,0.747745706,4.841783142,22.29664002,2.34E-06,3.35E-05
CMTM3,0.747568389,4.267533711,21.79919426,3.03E-06,4.10E-05
RNF24,0.747494951,4.446680705,28.77262173,8.14E-08,2.28E-06
NCR3LG1,0.747377204,3.348568173,14.9774094,1.09E-04,6.89E-04
RIN1,0.746949765,3.427483719,22.72528226,1.87E-06,2.81E-05
HLA-C,0.746919632,8.448692461,6.794597065,0.009143416,0.02497504
PTPRJ,0.746885999,4.929558416,21.79027135,3.04E-06,4.11E-05
FAM110A,0.746579772,3.428252272,26.31041222,2.91E-07,6.42E-06
GTPBP1,0.746242525,5.784871683,6.551315103,0.010480666,0.027818394
PPARGC1B,0.74573395,4.146499406,15.93864625,6.54E-05,4.61E-04
LOC101929819,0.745632318,2.33296066,9.371899722,0.00220337,0.00781101
ATG2A,0.745630641,4.575141154,20.77626912,5.16E-06,6.20E-05
CSK,0.74534904,5.089030754,21.01103669,4.57E-06,5.65E-05
LINC01123,0.745308495,2.917638325,23.48571303,1.26E-06,2.06E-05
NFIC,0.74517241,5.890914309,32.9886022,9.27E-09,3.94E-07
CISH,0.744256109,0.396708266,8.376895161,0.003800211,0.012154885
FAM83A,0.743913272,6.430050403,8.784383447,0.003038202,0.01012243
BRPF3,0.743813804,5.427199532,38.64122615,5.09E-10,3.68E-08
SBK1,0.743194704,1.963192925,9.751737727,0.001791533,0.006630953
H2BC21,0.742796528,5.194675447,7.252562677,0.00707999,0.020315325
PPP1R18,0.74273193,4.167927965,17.33420529,3.13E-05,0.000255459
PIP5K1A,0.742699838,5.354636234,19.98641806,7.80E-06,8.58E-05
TIAF1,0.742672006,3.386414801,22.5151196,2.08E-06,3.06E-05
NFKBIE,0.741942038,3.687777659,6.624489625,0.010058596,0.026863205
PGGHG,0.74181764,3.838581304,20.1246047,7.26E-06,8.08E-05
AAK1,0.741078198,4.886829999,35.45960638,2.60E-09,1.40E-07
TFAP2C,0.74074591,3.085462845,21.34359057,3.84E-06,4.93E-05
LIFR,0.74054812,4.16893675,14.19825126,0.000164523,0.000964137
GATAD2A,0.739356307,5.308489272,26.13470193,3.18E-07,6.91E-06
