Gene,logFC,logCPM,LR,PValue,FDR
WDR76,-0.661113347,0.792829078,1.741782705,0.186913105,0.996621727
C6orf141,0.636173109,1.566959961,1.74172188,0.186920801,0.996621727
PEX19,-0.294556349,5.987513112,1.740735636,0.187045644,0.996621727
PPL,-0.402054289,8.526664541,1.740692918,0.187051053,0.996621727
PTPRJ,0.383973939,5.321461969,1.740621383,0.187060113,0.996621727
TEF,-0.408043819,4.435477416,1.739147879,0.187246832,0.996621727
NKAPD1,-0.267134932,5.08136958,1.738023838,0.187389414,0.996621727
GID4,0.31929021,3.455018715,1.737464305,0.187460437,0.996621727
CDKN2D,-0.315259513,3.147866168,1.735933093,0.187654957,0.996621727
FAM149A,-0.319152343,4.024878928,1.733967898,0.187904953,0.996621727
NME4,0.598162523,4.625963293,1.733708195,0.187938019,0.996621727
KIAA0556,-0.430840173,7.011480586,1.733514582,0.187962675,0.996621727
SLC26A4-AS1,1.499505598,1.259783129,1.733512339,0.18796296,0.996621727
ABCA10,0.53223504,1.04799279,1.732464053,0.188096521,0.996621727
RIBC2,-0.445111785,5.299339304,1.731941835,0.188163097,0.996621727
AFG3L1P,0.497894612,3.159778183,1.731797948,0.188181446,0.996621727
FTO,-0.368976185,5.742798781,1.731692046,0.188194952,0.996621727
CEP192,-0.356236766,5.136537542,1.731611175,0.188205266,0.996621727
NUAK2,0.314684778,4.080932859,1.731418572,0.188229834,0.996621727
ANKRD65,-0.43590778,6.171484715,1.731354082,0.188238061,0.996621727
DNAI1,-0.589612,6.661689322,1.73099817,0.188283472,0.996621727
ULBP2,0.596336137,3.308292171,1.730771604,0.188312387,0.996621727
OGG1,-0.343009596,3.230964658,1.730621108,0.188331596,0.996621727
GJD3,0.787435607,0.733124249,1.730316743,0.188370452,0.996621727
FBXO36,-0.618360181,5.14856591,1.729809133,0.188435275,0.996621727
NCAPG2,-0.426207092,2.969106295,1.72955625,0.188467578,0.996621727
GABPB1-AS1,-0.342594269,2.752692347,1.729001317,0.188538489,0.996621727
PPP1R18,0.772975518,4.430226311,1.727601951,0.18871744,0.996621727
FSTL3,0.681172694,4.718126824,1.727070867,0.188785408,0.996621727
TRIM16,0.417144953,5.844131407,1.727057324,0.188787141,0.996621727
MYRFL,0.716858903,1.222240453,1.726948018,0.188801134,0.996621727
TMEM44-AS1,-0.595155768,1.347338786,1.726567598,0.188849841,0.996621727
LINC02122,0.394554341,1.538142342,1.726447479,0.188865224,0.996621727
PCYT1B,-0.692224944,3.602565277,1.726429361,0.188867544,0.996621727
IQCK,-0.364608499,5.97950579,1.72637099,0.18887502,0.996621727
UTP20,-0.319680728,4.779156145,1.725840503,0.188942977,0.996621727
RTCA,0.28727652,4.859606987,1.72520985,0.189023802,0.996621727
KCNK7,-0.924000317,0.306156695,1.72468785,0.189090732,0.996621727
ARMH4,-0.455692474,3.660574602,1.723820397,0.189202018,0.996621727
LOC101927979,-0.474664486,1.828454335,1.723806283,0.189203829,0.996621727
SEC14L5,-0.607068939,2.334255026,1.723520851,0.189240464,0.996621727
CWF19L1,-0.429625557,3.853930062,1.723345236,0.189263009,0.996621727
WDR90,-0.514781616,5.641019933,1.723221344,0.189278915,0.996621727
RANGAP1,0.328566127,6.348677096,1.722545201,0.189365751,0.996621727
VWCE,0.515185449,1.982611557,1.721962676,0.189440601,0.996621727
BCL3,0.51157962,4.635716132,1.720686283,0.189604729,0.996621727
PLK3,0.576587257,3.002664663,1.72010855,0.189679073,0.996621727
IL1A,1.339781611,4.93300898,1.719463577,0.189762109,0.996621727
TBC1D2,0.425329396,6.328677426,1.71927981,0.189785776,0.996621727
PRSS8,0.551543488,5.970034588,1.718929699,0.189830875,0.996621727
ST3GAL2,0.501339105,2.065919867,1.718924398,0.189831558,0.996621727
LMF2,0.362954152,5.327666812,1.718327505,0.189908474,0.996621727
STXBP2,0.379016096,6.02618655,1.717507686,0.190014177,0.996621727
AK9,-0.542681874,5.929579964,1.715091061,0.190326162,0.996621727
ACSL1,0.355173676,6.552032618,1.714691445,0.190377809,0.996621727
DISP2,0.768568002,1.391379554,1.712919725,0.190606989,0.996621727
MIR200CHG,-0.436151138,3.605100664,1.711651513,0.190771235,0.996621727
MGAT4B,0.438906098,6.35952927,1.711421258,0.190801073,0.996621727
CENPO,-0.284634169,3.295250539,1.711007135,0.190854752,0.996621727
RINL,-0.497802427,2.083854798,1.710998672,0.190855849,0.996621727
SPINT1,0.470565231,7.754021022,1.710067872,0.190976565,0.996621727
USP8,-0.358099293,6.344546012,1.708730422,0.191150175,0.996621727
KIF21A,-0.58999664,7.490921558,1.707326857,0.191332565,0.996621727
HSF2,-0.372459511,4.175020106,1.707224266,0.191345904,0.996621727
FAM229B,-0.69792494,5.505928559,1.705289813,0.191597635,0.996621727
ZNF235,-0.322210157,2.312164952,1.704937043,0.191643583,0.996621727
HNRNPF,-0.289395807,8.049168364,1.704512841,0.191698852,0.996621727
SPHK1,0.71673337,3.424042444,1.703976538,0.191768753,0.996621727
ODF3B,-0.519989583,6.434665188,1.703789115,0.191793188,0.996621727
GAS6-AS1,-0.736681989,1.124498415,1.703213651,0.191868237,0.996621727
PLBD1,-0.245992459,5.026173588,1.702867063,0.191913454,0.996621727
ZNF112,-0.33494292,3.425630521,1.701961535,0.192031651,0.996621727
LOC105374363,0.449478703,0.452283164,1.701861609,0.192044699,0.996621727
SEMA7A,0.79062861,2.558450801,1.701096534,0.192144637,0.996621727
FEZ2,0.362576827,4.896391993,1.699978024,0.192290851,0.996621727
PRKD2,0.357090468,5.384544932,1.69938738,0.192368114,0.996621727
MAOA,-0.325267235,6.789732214,1.69819911,0.192523663,0.996621727
CCDC146,-0.554109046,7.631178738,1.696478121,0.192749207,0.996621727
TMEM268,0.298929841,4.112437222,1.696379838,0.192762097,0.996621727
DYNLT3,0.457197308,5.303278142,1.696356262,0.192765189,0.996621727
CCDC17,-0.642095747,8.049407304,1.696344664,0.19276671,0.996621727
MIR600HG,-0.518314216,3.818520651,1.695756348,0.192843891,0.996621727
SH2B2,0.767719344,0.691265996,1.695561128,0.192869509,0.996621727
PRKDC,-0.387462631,7.227045668,1.694882108,0.192958648,0.996621727
LIN37,0.411231249,2.344753237,1.694721516,0.192979737,0.996621727
MMUT,-0.288521003,5.655438385,1.694571876,0.19299939,0.996621727
ZNF354A,0.365402547,4.029134008,1.694388013,0.193023541,0.996621727
LRRC23,-0.541018955,7.183595742,1.694351505,0.193028337,0.996621727
CCDC89,-0.673136125,4.240238525,1.694034179,0.193070028,0.996621727
LINC01588,-0.440281333,1.844697419,1.693974885,0.19307782,0.996621727
PRKAR1B,0.472476773,2.301223263,1.693778711,0.1931036,0.996621727
DCUN1D1,0.393255854,5.117042233,1.693124494,0.193189604,0.996621727
TPRXL,-0.40515034,2.56074856,1.693011594,0.19320445,0.996621727
MME,0.731636205,4.073631904,1.692548794,0.193265322,0.996621727
SLC6A20,0.625834993,4.373753647,1.692229814,0.193307291,0.996621727
NCOA5,0.271592311,5.195766777,1.690804855,0.193494906,0.996621727
HVCN1,0.535356936,1.380476313,1.690371569,0.193551995,0.996621727
BPIFA2,-0.538583767,1.470997334,1.689731051,0.193636426,0.996621727
LTBR,0.582586238,6.732359267,1.689123039,0.193716612,0.996621727
CLN3,0.358263447,4.981896265,1.688985222,0.193734793,0.996621727
APAF1,0.304174556,4.118246533,1.688737949,0.193767419,0.996621727
CASC1,-0.61661625,6.119371461,1.688488276,0.193800368,0.996621727
BBS12,-0.462745359,4.138410288,1.688433609,0.193807583,0.996621727
INPP5A,0.326593227,3.726560912,1.687415336,0.193942035,0.996621727
SYNGAP1,-0.474951462,5.800622794,1.687363231,0.193948918,0.996621727
LOC112267932,-0.592301923,1.362097635,1.686275241,0.194092703,0.996621727
PLA2G15,0.410578201,3.912397508,1.68512504,0.194244845,0.996621727
C8orf31,0.520258803,0.433026958,1.685078777,0.194250967,0.996621727
PPP2R2D,0.34385454,4.802485,1.68407336,0.194384077,0.996621727
PID1,0.497753444,1.794503741,1.683692633,0.19443451,0.996621727
SKA2,0.361007098,4.591616661,1.683181202,0.194502281,0.996621727
LRRC4,-0.279249648,5.965458442,1.683003633,0.194525818,0.996621727
PSMG1,0.304296616,3.434448101,1.682977083,0.194529338,0.996621727
CCSAP,0.448947706,2.088879582,1.682857387,0.194545205,0.996621727
ZBTB1,0.355712226,5.686521383,1.682651091,0.194572557,0.996621727
ERICH3,-0.675230243,7.336663995,1.682605218,0.19457864,0.996621727
PARD6G-AS1,-0.633951849,1.713545203,1.682336127,0.194614325,0.996621727
PNP,-0.343144274,4.703764811,1.681568776,0.194716129,0.996621727
XRCC6,-0.312760403,7.640398506,1.681405238,0.194737834,0.996621727
EPB41L4A-AS1,-0.477177344,3.364987531,1.681372198,0.194742219,0.996621727
SSBP2,-0.300621303,5.402445746,1.681214229,0.194763188,0.996621727
LINC01132,-0.516909346,1.704129076,1.680655506,0.194837374,0.996621727
LMBR1L,0.400005935,3.759905122,1.680606789,0.194843844,0.996621727
TDRD7,0.31075802,4.984650264,1.679995858,0.194925003,0.996621727
ETNK2,-0.346646037,3.512592135,1.67945161,0.194997337,0.996621727
CTPS1,0.454719534,4.209345693,1.67895957,0.195062759,0.996621727
HERPUD1,0.246983619,5.622678172,1.678379809,0.195139877,0.996621727
PDCL,-0.297635966,4.52183535,1.678144746,0.195171155,0.996621727
SCAPER,-0.345967455,4.100595416,1.677829188,0.195213152,0.996621727
CDK2AP2,0.324199263,4.522659801,1.677760595,0.195222283,0.996621727
LMAN2L,0.336028739,4.426310354,1.677649027,0.195237135,0.996621727
DKC1,-0.246624687,5.267362775,1.677566723,0.195248092,0.996621727
AKAP9,-0.524107965,8.314613124,1.677442662,0.195264609,0.996621727
GIHCG,-0.629248229,4.035516499,1.677342693,0.195277921,0.996621727
RECK,0.636805724,0.789601571,1.67727281,0.195287226,0.996621727
SPOCK1,1.246651658,5.3423346,1.6770196,0.195320949,0.996621727
FKBP5,-0.364411167,6.206286676,1.676515456,0.195388111,0.996621727
OSGIN1,0.597748327,3.621535432,1.676075936,0.195446685,0.996621727
LOC105376845,0.505326936,0.679279382,1.675137591,0.195571807,0.996621727
LRP6,-0.390045128,5.273976334,1.675027249,0.195586527,0.996621727
ATP10B,-0.492379203,6.056728732,1.674418986,0.195667692,0.996621727
SRR,-0.322166267,3.647225734,1.673839129,0.195745103,0.996621727
ANAPC1P1,-0.62614109,1.101881811,1.673244992,0.195824458,0.996621727
LINC01061,0.455259079,1.635356418,1.672775621,0.195887175,0.996621727
COLCA2,-0.345558814,3.589719637,1.67250004,0.195924009,0.996621727
CCT2,-0.370340587,7.119245732,1.67144496,0.196065106,0.996621727
MRPS30,0.317179747,3.869157445,1.670877992,0.196140976,0.996621727
BANK1,0.395537538,2.333014575,1.669746819,0.196292449,0.996621727
ZNF746,0.281163298,3.910765442,1.669618444,0.196309649,0.996621727
AMOTL2,0.360325437,5.859418571,1.66770265,0.196566528,0.996621727
EFL1,-0.284580747,4.457097815,1.66739343,0.196608027,0.996621727
DNAI2,-0.532726369,6.198170121,1.663990656,0.197065374,0.996621727
ERICH5,-0.302714223,5.526555747,1.663491908,0.197132512,0.996621727
EIF5A,0.362094574,7.025036633,1.662821347,0.197222821,0.996621727
SGMS1-AS1,-0.837032753,1.070319346,1.662677308,0.197242226,0.996621727
PTENP1,0.354057897,3.324595385,1.662613921,0.197250767,0.996621727
INTS14,-0.313476704,5.387153254,1.662371289,0.197283461,0.996621727
CUL4B,0.324507425,5.903547757,1.662359441,0.197285058,0.996621727
MDM2,0.367950977,7.452726309,1.66209878,0.197320189,0.996621727
GPR35,-0.538347374,1.374763824,1.661971676,0.197337322,0.996621727
VPS13B,-0.414825665,6.063169476,1.661716546,0.197371719,0.996621727
TSNAX-DISC1,-0.377068255,3.726031739,1.660952794,0.197474729,0.996621727
NUSAP1,-0.51420543,2.330974665,1.660735413,0.197504059,0.996621727
DNAH1,-0.582756908,6.396115851,1.660013878,0.19760145,0.996621727
TCTEX1D2,-0.501921943,5.459157738,1.659470514,0.197674829,0.996621727
LARS1,-0.307888449,6.746882728,1.659331073,0.197693665,0.996621727
MIR200A,-1.128182663,-0.27755741,1.658913012,0.197750151,0.996621727
PXDN,0.711097257,6.228288965,1.658562789,0.197797485,0.996621727
CRACR2A,-0.542666559,4.11629177,1.658527232,0.197802291,0.996621727
FBN1,0.515137974,3.737762284,1.658269758,0.1978371,0.996621727
PRRT1B,-0.835557305,1.418301371,1.658266414,0.197837552,0.996621727
SLC27A2,-0.484412589,6.544417115,1.657546264,0.197934948,0.996621727
IQCB1,-0.350060823,5.615139228,1.656869233,0.198026564,0.996621727
PARP11,0.364394507,3.61112019,1.65680568,0.198035167,0.996621727
SEC13,0.321084714,5.893327587,1.654817866,0.19830446,0.996621727
EMILIN2,0.995613948,1.938954088,1.654677688,0.198323467,0.996621727
BRCA1,-0.494004053,3.402965247,1.654644894,0.198327913,0.996621727
RNASEK-C17orf49,0.388760648,6.56969167,1.654561956,0.19833916,0.996621727
DCUN1D5,0.283970568,4.534898518,1.654463521,0.198352509,0.996621727
LOC407835,0.428432282,3.562268868,1.654224026,0.198384992,0.996621727
P4HB,0.360558414,8.85386515,1.653420488,0.198494023,0.996621727
LYN,0.469946124,6.265965087,1.653188488,0.198525516,0.996621727
HIF1A,0.777695618,7.84542374,1.652886491,0.198566519,0.996621727
TUBB8B,-0.461821112,0.855899737,1.65237962,0.198635361,0.996621727
HNRNPK,-0.291391961,8.425738675,1.651212429,0.198793993,0.996621727
NLRP1,0.412560124,4.393489808,1.650523576,0.198887685,0.996621727
GPR156,-0.630712342,0.865246635,1.650093774,0.198946168,0.996621727
ZBTB10,0.580270171,4.013680548,1.648440619,0.199171304,0.996621727
LTBP2,0.734198048,5.708692537,1.648219724,0.199201409,0.996621727
HRAS,0.444010398,4.619572698,1.648167986,0.199208461,0.996621727
BCL2,0.422866006,1.471188441,1.648035188,0.199226564,0.996621727
LINC01521,-0.442860348,1.295247127,1.64803202,0.199226995,0.996621727
REXO2,0.332456997,5.971421406,1.647232567,0.199336012,0.996621727
GDF7,-1.032167273,0.850466767,1.647082352,0.199356504,0.996621727
NPIPB11,0.810906243,1.536336697,1.646503085,0.199435549,0.996621727
TMCO5A,-0.746118017,1.575072125,1.646445327,0.199443432,0.996621727
DAZAP2,-0.258998259,7.99066626,1.645832776,0.199527063,0.996621727
B4GALT1-AS1,-0.454984165,0.615857771,1.645453999,0.199578797,0.996621727
CTNND1,-0.282312492,8.627722314,1.644783141,0.199670463,0.996621727
RAB30,0.499125761,3.063788914,1.644498798,0.199709331,0.996621727
EFCAB6,-0.583949169,5.087563785,1.644270799,0.199740503,0.996621727
DDX42,-0.260257731,7.290788319,1.643504343,0.199845336,0.996621727
LRWD1,-0.455024212,5.660499081,1.643226581,0.199883343,0.996621727
LOC105371932,-0.65046333,1.091561852,1.642160545,0.20002929,0.996621727
CSK,0.394432295,5.551917664,1.641894137,0.200065783,0.996621727
LRRC18,-0.670980464,3.563807327,1.641370052,0.200137595,0.996621727
PCDHB15,-0.475062707,1.167507016,1.641225806,0.200157366,0.996621727
LINC02188,-0.480305053,0.514332839,1.641026828,0.200184641,0.996621727
SLCO3A1,0.344559292,4.10658397,1.640537198,0.200251778,0.996621727
SENP1,-0.284261318,4.202035709,1.640495314,0.200257523,0.996621727
C1orf174,0.291437659,3.817856552,1.640123283,0.200308554,0.996621727
PI4KAP1,0.384750373,3.346539024,1.639926975,0.200335488,0.996621727
MAP3K2-DT,-0.448200634,2.399060645,1.639277454,0.200424633,0.996621727
RABL2A,-0.417566941,6.525431931,1.639018867,0.200460137,0.996621727
C9orf135,-0.600843211,5.423906003,1.638279068,0.20056175,0.996621727
GKAP1,0.444372533,1.437013343,1.636755595,0.200771195,0.996621727
GOLGA1,-0.249255939,5.086465823,1.636736309,0.200773848,0.996621727
KCNJ2,0.469788577,3.920092778,1.636366239,0.200824765,0.996621727
FAM171A1,0.492947702,3.411680032,1.636340042,0.200828369,0.996621727
DHX15,-0.285905786,6.849837873,1.6354791,0.200946884,0.996621727
IFI16,0.357590132,7.708127664,1.635466621,0.200948602,0.996621727
SLC13A3,-0.554957471,2.683446083,1.635308346,0.200970399,0.996621727
RNASEH2A,-0.382699009,3.088890997,1.634596853,0.201068416,0.996621727
CHP1,0.281472874,6.535616866,1.63364003,0.20120032,0.996621727
SUGT1P4-STRA6LP-CCDC180,-0.497088919,5.939445102,1.633097212,0.201275195,0.996621727
FER1L6,-0.46495782,7.055681826,1.632402137,0.201371121,0.996621727
FRAT2,-0.349789718,4.251143106,1.632203758,0.201398509,0.996621727
MAPK10,-0.422953228,5.749701256,1.632004778,0.201425984,0.996621727
NPTN-IT1,-0.686625831,1.02306222,1.631505689,0.201494917,0.996621727
HERC2,-0.321317748,6.224017552,1.631019733,0.201562063,0.996621727
LL0XNC01-250H12.3,-0.484822024,1.283195351,1.630704031,0.201605699,0.996621727
TNFRSF12A,0.618482088,6.080354155,1.630155129,0.201681593,0.996621727
PARP15,0.80404203,0.848921999,1.629928285,0.201712968,0.996621727
FKBP14,0.392509312,3.718960415,1.628277641,0.201941441,0.996621727
INHBB,-0.55060451,4.584488237,1.628192838,0.201953187,0.996621727
TTLL6,-0.749371489,2.981023967,1.628100233,0.201966014,0.996621727
CTSZ,0.484094933,6.570623567,1.627462228,0.202054418,0.996621727
RNF20,-0.271122733,5.934792963,1.626964806,0.202123373,0.996621727
AP2A2,0.262709674,5.430747192,1.626538432,0.202182501,0.996621727
FES,-0.686107785,1.098409992,1.626426734,0.202197995,0.996621727
LOC112268457,1.031737082,2.850595525,1.62642457,0.202198295,0.996621727
FAM174C,0.408139628,3.932131176,1.625276588,0.20235761,0.996621727
SH2D3A,0.444680242,4.843960525,1.624969671,0.202400228,0.996621727
LINC00842,-0.357539259,2.003171668,1.624840373,0.202418185,0.996621727
SLC3A2,0.358358294,5.915507614,1.624039845,0.202529408,0.996621727
MED30,-0.404213771,2.899813742,1.622673572,0.202719399,0.996621727
CROCC,-0.572653615,7.128872797,1.622283693,0.202773653,0.996621727
AGK,-0.28916152,4.327264228,1.622240051,0.202779727,0.996621727
LINC02700,-0.671813479,0.024367537,1.620450805,0.203028941,0.996621727
MSMB,0.314383527,8.690126514,1.620285971,0.203051918,0.996621727
ZNF528,0.281220141,4.424171417,1.61992365,0.203102434,0.996621727
TRAPPC1,0.374979469,5.233452397,1.619732773,0.203129053,0.996621727
LAMA1,0.917522508,2.936097776,1.619398608,0.203175664,0.996621727
C3,0.84847404,10.9621161,1.6191683,0.203207795,0.996621727
MUC16,-0.707496834,9.997563747,1.619101993,0.203217047,0.996621727
MT1L,0.871457291,-0.153516496,1.618113284,0.203355064,0.996621727
LOC102725191,-0.574432372,2.728960737,1.617790245,0.203400182,0.996621727
P2RX5,2.245929327,-1.187533925,1.617543368,0.20343467,0.996621727
NAA40,-0.282215686,5.523990253,1.616764857,0.203543473,0.996621727
SMC1A,-0.338092518,6.230187631,1.61631995,0.203605682,0.996621727
LRRN1,0.662371057,6.608061691,1.614490246,0.203861759,0.996621727
LOC105370906,-0.501057402,0.350390704,1.612734921,0.204107782,0.996621727
FBXO41,0.448961668,2.103945031,1.61213942,0.204191326,0.996621727
JOSD1,0.301080747,4.782106,1.612040515,0.204205206,0.996621727
ZC2HC1C,-0.631378631,4.519601081,1.611869375,0.204229225,0.996621727
KIAA0754,-0.697629471,4.53351981,1.610565032,0.204412394,0.996621727
PPP1R36,-0.562227466,3.28734164,1.610047716,0.204485095,0.996621727
PITPNM3,-0.374996757,5.99544839,1.60902736,0.204628579,0.996621727
ANKRD18A,-0.608430564,3.163157873,1.608703489,0.204674147,0.996621727
LINC01004,-0.705725904,1.964077352,1.608600946,0.204688577,0.996621727
DDX52,0.277794255,4.997837882,1.607821666,0.204798279,0.996621727
EGLN1,0.313056022,4.580206663,1.607344391,0.204865501,0.996621727
MANEAL,0.419622048,1.584515151,1.607095308,0.204900593,0.996621727
ALDH1B1,0.379379757,3.254897787,1.606958999,0.204919801,0.996621727
GPSM2,-0.387170717,4.121857064,1.606881189,0.204930765,0.996621727
CCDC180,-0.501336937,5.95577057,1.606676518,0.204959611,0.996621727
HDDC2,-0.369032914,4.677738787,1.606610348,0.204968938,0.996621727
ARHGDIA,0.465881404,6.951039708,1.606192811,0.205027802,0.996621727
TTF1,-0.275503974,3.832063157,1.605367477,0.205144217,0.996621727
CAPZA1,0.287286999,7.166067755,1.604969712,0.20520035,0.996621727
MORN5,-0.669459158,5.793538271,1.603106099,0.205463586,0.996621727
CHD6,-0.320798628,6.437934242,1.603021756,0.205475509,0.996621727
KIAA2012,-0.648411569,5.164552296,1.602348014,0.20557078,0.996621727
PITPNM1,-0.383646639,7.062057125,1.601590847,0.20567791,0.996621727
GTF3C6,0.304997843,4.682489818,1.600796056,0.205790434,0.996621727
MSRA,0.359878151,2.602657845,1.600691511,0.205805241,0.996621727
FAM171B,0.641391551,4.72567498,1.60067843,0.205807094,0.996621727
HMGN5,-0.386425828,3.391053457,1.60054326,0.20582624,0.996621727
C5orf49,-0.57369738,6.874684278,1.600241004,0.20586906,0.996621727
CHRNA1,2.792165199,-0.711858834,1.600127267,0.205885176,0.996621727
HEATR1,-0.298576778,5.158928463,1.599726826,0.205941928,0.996621727
KLHL6,-0.634313477,6.470833449,1.599023838,0.206041602,0.996621727
PDE7A,0.265842647,3.733934157,1.598361605,0.20613555,0.996621727
SUMO1,0.265591775,5.654200269,1.597713065,0.206227604,0.996621727
MYL9,0.74328356,4.42712554,1.597099399,0.206314753,0.996621727
ADAM32,0.424971817,0.751632291,1.596916378,0.206340753,0.996621727
HES6,-0.692738705,4.633241793,1.59554606,0.206535543,0.996621727
FYB1,1.148636112,5.331669889,1.595214408,0.206582719,0.996621727
MESD,0.316159905,5.68011115,1.595140293,0.206593264,0.996621727
FBLIM1,0.622856605,5.625859813,1.594150591,0.206734131,0.996621727
STRBP,-0.344657793,6.545707093,1.591667712,0.207088026,0.996621727
USP4,-0.235798048,5.856421115,1.590882109,0.20720015,0.996621727
KCNMB4,0.998354473,1.255728513,1.590812053,0.207210152,0.996621727
SHB,0.493157866,5.266688645,1.590364741,0.20727403,0.996621727
CHD4,-0.271847292,7.933251137,1.590036738,0.207320885,0.996621727
TAPT1,0.277506998,4.252280952,1.589270643,0.20743037,0.996621727
WTIP,0.373495075,3.257058113,1.589010057,0.207467626,0.996621727
KCNC4,0.283676658,2.90770054,1.58885502,0.207489796,0.996621727
NCR3LG1,-0.502048548,2.992173556,1.588268096,0.207573749,0.996621727
QARS1,-0.334711896,7.343694784,1.587890829,0.207627735,0.996621727
TSC22D4,0.422425547,5.35424161,1.587624635,0.207665836,0.996621727
RPLP0,-0.539065622,8.423361032,1.587085981,0.20774296,0.996621727
LOC105371763,-0.615270458,0.688102601,1.586744386,0.207791888,0.996621727
SETD9,-0.4170409,2.292197658,1.583106642,0.208313774,0.996621727
LRRC71,-0.569578307,5.215638506,1.58263029,0.208382228,0.996621727
NEK10,-0.576100422,6.395168044,1.582380415,0.208418147,0.996621727
EEF1A1,-0.530213457,10.17928299,1.582123217,0.208455126,0.996621727
EIF5AL1,0.337276752,5.516501331,1.581453178,0.208551499,0.996621727
CENPJ,-0.415338836,3.354654411,1.58074226,0.208653809,0.996621727
DMGDH,-0.480400744,1.283539259,1.580366431,0.20870792,0.996621727
FMO6P,0.284284957,3.965697116,1.580310743,0.208715939,0.996621727
TMX2-CTNND1,-0.272463492,8.609359574,1.579088647,0.208892015,0.996621727
MRPL1,0.300505447,3.515402833,1.579083489,0.208892759,0.996621727
TEKT4,-0.530441462,4.052496704,1.578320012,0.209002848,0.996621727
MIR10397,0.768060423,-0.145030288,1.578216329,0.209017804,0.996621727
CA3,0.556872885,0.306194441,1.578215984,0.209017854,0.996621727
DDX3Y,-0.388802214,6.744815689,1.577938629,0.209057867,0.996621727
CCDC25,-0.257822596,5.401020138,1.577285571,0.209152119,0.996621727
CSRNP2,0.307783284,4.955903186,1.576729172,0.20923246,0.996621727
LOC107985579,-0.64844384,2.657566672,1.576380066,0.209282887,0.996621727
ZNF300,-0.38778854,3.483880732,1.576313454,0.209292511,0.996621727
CCNF,0.348598546,1.779106768,1.575932139,0.20934761,0.996621727
LRGUK,-0.501861386,4.725814335,1.575551563,0.20940262,0.996621727
UBE2K,0.288912013,5.793071774,1.575463608,0.209415336,0.996621727
ZMYM5,0.311383158,3.439187174,1.575346765,0.20943223,0.996621727
FBXO28,0.363619903,5.357667976,1.57533936,0.2094333,0.996621727
ZNF780B,0.341780323,3.790965111,1.575191229,0.20945472,0.996621727
CYBC1,0.365185646,4.658942985,1.574638135,0.209534721,0.996621727
EMC7,0.300427883,5.221365781,1.574224781,0.209594532,0.996621727
LINC01187,-1.537301438,-0.348637524,1.573488733,0.209701088,0.996621727
PTBP2,0.426858478,2.875515924,1.572998441,0.209772101,0.996621727
PTGES,0.689606467,5.795897275,1.57257366,0.209833649,0.996621727
ABHD11-AS1,-0.654803875,1.735222573,1.572555083,0.209836341,0.996621727
PCNP,0.364833667,5.843689394,1.572235067,0.209882724,0.996621727
IFT81,-0.476683786,5.738139555,1.57161249,0.209972996,0.996621727
CHDH,-0.380422364,1.346793397,1.570784232,0.210093161,0.996621727
IGFBP6,0.599089714,3.79170055,1.570694608,0.210106168,0.996621727
TRAF3IP1,-0.41247577,6.429251588,1.570482379,0.210136974,0.996621727
ATP6V0C,0.534918307,6.820418461,1.569416399,0.210291787,0.996621727
GPR137B,0.3065518,4.586748406,1.56898626,0.210354294,0.996621727
VPS25,-0.393106486,5.743181595,1.568114403,0.210481059,0.996621727
PAX8,0.945683137,0.800782163,1.56754638,0.210563697,0.996621727
CRAT,0.354973835,4.936403546,1.567387905,0.210586759,0.996621727
ABHD12B,-0.458460051,4.163178779,1.567246505,0.210607339,0.996621727
STN1,-0.227861495,5.309565664,1.566434283,0.210725599,0.996621727
LOC101928595,-0.65022062,-0.125272831,1.56634662,0.210738367,0.996621727
MAT2A,-0.275114623,7.604439377,1.566330722,0.210740683,0.996621727
ZNF19,-0.428343937,3.215552118,1.565308793,0.210889601,0.996621727
TMEM183B,-0.473242293,4.022831019,1.565298097,0.21089116,0.996621727
TOMM34,-0.258498855,5.713979099,1.564314273,0.211034644,0.996621727
RACGAP1,-0.375716615,3.650569109,1.56365075,0.21113148,0.996621727
ENOSF1,-0.339055792,5.708556335,1.563550633,0.211146096,0.996621727
DNAJC25,0.343148007,3.092538257,1.563208109,0.211196109,0.996621727
ASH1L,-0.37943122,6.521682348,1.562825476,0.211251995,0.996621727
DEPP1,0.55895595,3.854037006,1.56267003,0.211274704,0.996621727
TMEM50A,0.287142978,6.499407958,1.562019749,0.211369735,0.996621727
MRM3,-0.353591255,3.260700393,1.560764926,0.211553256,0.996621727
PPP5C,-0.233354291,5.511979409,1.560562465,0.211582884,0.996621727
AMIGO2,0.628177255,5.278063524,1.560257614,0.211627505,0.996621727
PTDSS2,0.316456842,4.137144265,1.559634262,0.211718779,0.996621727
TUBGCP2,-0.240945437,6.342352807,1.559421324,0.21174997,0.996621727
EML6,-0.603128822,3.703092568,1.559045607,0.211805016,0.996621727
TPBG,0.293376041,5.513995575,1.558683677,0.211858059,0.996621727
LOC100288203,0.427829222,1.2683226,1.558114488,0.211941509,0.996621727
SLC4A3,0.553318575,1.676865652,1.558066855,0.211948494,0.996621727
CCND1,0.350240215,8.39183144,1.557885784,0.211975051,0.996621727
AP1M1,0.32392675,4.461543329,1.557747752,0.211995298,0.996621727
CNIH4,0.282378331,4.619617844,1.55730863,0.212059724,0.996621727
RARRES1,0.636009306,9.00814301,1.556925267,0.212115989,0.996621727
SLC19A2,0.413895703,4.556840049,1.556871194,0.212123926,0.996621727
